policy,group,group_value,trade_count,win_rate,avg_return,median_return,avg_net_pnl,total_net_pnl,max_loss,max_win,profit_factor,top_5_wins_to_total_pnl,expected_shortfall_5pct,avg_exit_day
fixed_hold_5d,event_type,down_shock,21,0.47619047619047616,0.23192836628048474,-0.0116325762859448,6585.657142857145,138298.80000000005,-8845.599999999991,63935.30000000001,4.460307452110736,1.1702162274726893,-7262.349999999994,5.0
fixed_hold_5d,event_type,gap_event,23,0.30434782608695654,-0.04125036711180563,-0.1544952800821146,-5565.278260869561,-128001.39999999989,-97513.49999999997,49321.9,0.4317065222506664,-0.7274186063589936,-58916.54999999999,5.0
fixed_hold_5d,event_type,noise_theta_decay,348,0.3074712643678161,-0.05869424362834718,-0.13214533002805373,-2043.5965517241345,-711171.5999999988,-74627.69999999998,53175.8,0.5323112690127803,-0.2588279678209877,-17872.08333333333,5.0
fixed_hold_5d,event_type,trend_vol_expansion,71,0.4225352112676056,0.23666610074445807,-0.0250499358114619,5352.828169014089,380050.80000000034,-12505.49999999999,139300.7,2.803877343243842,0.9255820537675482,-11212.199999999992,5.0
fixed_hold_5d,event_type,up_shock,7,0.7142857142857143,1.4672041451229187,0.2214053157143519,30431.600000000002,213021.2,-1442.2999999999968,108931.0,85.85548119821588,1.0117847425514455,-1442.2999999999968,5.0
iv_stop_loss,event_type,down_shock,21,0.47619047619047616,0.23192836628048474,-0.0116325762859448,6585.657142857145,138298.80000000005,-8845.599999999991,63935.30000000001,4.460307452110736,1.1702162274726893,-7262.349999999994,5.0
iv_stop_loss,event_type,gap_event,23,0.30434782608695654,-0.04125036711180563,-0.1544952800821146,-5565.278260869561,-128001.39999999989,-97513.49999999997,49321.9,0.4317065222506664,-0.7274186063589936,-58916.54999999999,5.0
iv_stop_loss,event_type,noise_theta_decay,348,0.3074712643678161,-0.05869424362834718,-0.13214533002805373,-2043.5965517241345,-711171.5999999988,-74627.69999999998,53175.8,0.5323112690127803,-0.2588279678209877,-17872.08333333333,5.0
iv_stop_loss,event_type,trend_vol_expansion,71,0.4225352112676056,0.23666610074445807,-0.0250499358114619,5352.828169014089,380050.80000000034,-12505.49999999999,139300.7,2.803877343243842,0.9255820537675482,-11212.199999999992,5.0
iv_stop_loss,event_type,up_shock,7,0.7142857142857143,1.4672041451229187,0.2214053157143519,30431.600000000002,213021.2,-1442.2999999999968,108931.0,85.85548119821588,1.0117847425514455,-1442.2999999999968,5.0
stop_loss_30pct,event_type,down_shock,21,0.47619047619047616,0.23192836628048474,-0.0116325762859448,6585.657142857145,138298.80000000005,-8845.599999999991,63935.30000000001,4.460307452110736,1.1702162274726893,-7262.349999999994,5.0
stop_loss_30pct,event_type,gap_event,23,0.30434782608695654,-7.61092629883804e-06,-0.1544952800821146,-2289.041739130432,-52647.959999999934,-35504.63999999999,49321.9,0.6487437415251561,-1.7685509562003945,-23361.719999999994,4.826086956521739
stop_loss_30pct,event_type,noise_theta_decay,348,0.3045977011494253,-0.04547392260324944,-0.13375729093680738,-1658.6490804597668,-577209.8799999988,-40280.39999999999,53175.8,0.5832721368015322,-0.3188980410383835,-14151.486111111106,4.92816091954023
stop_loss_30pct,event_type,trend_vol_expansion,71,0.4225352112676056,0.23621102630445798,-0.0250499358114619,5264.62535211268,373788.4000000003,-19356.299999999996,139300.7,2.722940853541336,0.9410891295717034,-13260.812499999998,4.901408450704225
stop_loss_30pct,event_type,up_shock,7,0.7142857142857143,1.4672041451229187,0.2214053157143519,30431.600000000002,213021.2,-1442.2999999999968,108931.0,85.85548119821588,1.0117847425514455,-1442.2999999999968,5.0
