scope,holding_days,dte_bucket,event_type,post_warmup_only,trade_count,win_rate,avg_return,median_return,avg_net_pnl,total_net_pnl,max_loss,max_win,profit_factor,top_5_wins_to_total_pnl,expected_shortfall_5pct,top10_capture,flat_ratio
holding_dte,1,7-10,all,True,11,0.18181818181818182,-0.005035270691618223,-0.0847650914194768,304.790909090911,3352.7000000000207,-2776.0999999999995,13632.200000000006,1.2148560662377295,4.857487994750473,-2776.0999999999995,0.16666666666666666,0.9497716894977168
holding_dte_event_type,1,10-14,down_shock,True,1,1.0,0.3395939434975027,0.3395939434975027,13842.800000000005,13842.800000000005,13842.800000000005,13842.800000000005,inf,1.0,13842.800000000005,0.08333333333333333,0.995433789954338
holding_dte_event_type,1,10-14,gap_event,True,1,0.0,-0.0894960787034282,-0.0894960787034282,-2709.099999999995,-2709.099999999995,-2709.099999999995,-2709.099999999995,0.0,1.0,-2709.099999999995,0.0,0.995433789954338
holding_dte_event_type,1,10-14,noise_theta_decay,True,15,0.3333333333333333,-0.04223249067836119,-0.0451947382826964,-886.2466666666649,-13293.699999999973,-3498.5999999999963,924.5000000000005,0.18958643224658073,-0.2339378803493394,-3498.5999999999963,0.0,0.9315068493150684
holding_dte_event_type,1,10-14,trend_vol_expansion,True,1,0.0,-0.1548459419639995,-0.1548459419639995,-7251.899999999989,-7251.899999999989,-7251.899999999989,-7251.899999999989,0.0,1.0,-7251.899999999989,0.0,0.995433789954338
holding_dte_event_type,1,15-21,down_shock,True,2,1.0,0.254669694081166,0.254669694081166,8916.6,17833.2,4174.099999999999,13659.1,inf,1.0,4174.099999999999,0.08333333333333333,0.9908675799086758
holding_dte_event_type,1,15-21,gap_event,True,4,0.0,-0.10631299520545308,-0.10891466331945096,-3708.7999999999965,-14835.199999999986,-4673.099999999999,-3055.8999999999915,0.0,1.0,-4673.099999999999,0.0,0.9817351598173516
holding_dte_event_type,1,15-21,noise_theta_decay,True,42,0.2619047619047619,-0.0537353777013972,-0.05659932997775355,-1454.190476190473,-61075.99999999987,-6586.099999999999,2364.100000000008,0.17498757267284867,-0.15456152989717803,-5896.1666666666615,0.0,0.8082191780821918
holding_dte_event_type,1,15-21,trend_vol_expansion,True,13,0.23076923076923078,-0.03542779957215996,-0.040965023146626,-1054.3076923076883,-13705.999999999949,-5493.6,4666.600000000006,0.42198043184885414,-0.6863417481395049,-5493.6,0.08333333333333333,0.9406392694063928
holding_dte_event_type,1,15-21,up_shock,True,1,1.0,0.0558401540683678,0.0558401540683678,1739.6999999999991,1739.6999999999991,1739.6999999999991,1739.6999999999991,inf,1.0,1739.6999999999991,0.0,0.995433789954338
holding_dte_event_type,1,22-30,down_shock,True,1,1.0,0.1177339497770289,0.1177339497770289,5890.100000000001,5890.100000000001,5890.100000000001,5890.100000000001,inf,1.0,5890.100000000001,0.08333333333333333,0.995433789954338
holding_dte_event_type,1,22-30,gap_event,True,5,0.6,0.08665346925409148,0.0212841975262748,3629.1600000000058,18145.80000000003,-7260.799999999989,20166.900000000005,3.0867075288354355,1.0,-7260.799999999989,0.16666666666666666,0.9771689497716896
holding_dte_event_type,1,22-30,noise_theta_decay,True,73,0.2328767123287671,-0.032747551768208816,-0.0396146607785044,-1175.2301369862973,-85791.79999999971,-6311.3,8306.300000000005,0.2657112582872159,-0.24663545933294453,-5570.799999999993,0.08333333333333333,0.6666666666666667
holding_dte_event_type,1,22-30,trend_vol_expansion,True,12,0.3333333333333333,-0.006345013642971641,-0.0167913172205775,-254.94999999999513,-3059.3999999999414,-4412.199999999995,5452.100000000008,0.7400348387645025,-2.6945806367262137,-4412.199999999995,0.08333333333333333,0.9452054794520548
holding_dte_event_type,1,31-45,gap_event,True,1,0.0,-0.1702587336435264,-0.1702587336435264,-8771.100000000002,-8771.100000000002,-8771.100000000002,-8771.100000000002,0.0,1.0,-8771.100000000002,0.0,0.995433789954338
