signal_date,atm_iv,rv5,rv10,rv20,rv60,iv_minus_rv20,iv_rank,iv_percentile,iv_zscore_252,winsorized_iv_rank_252,iv_lookback_count,is_iv_warmup,rv5_minus_rv20,rv20_change_5d,rv20_change_10d,rv20_percentile_252,ret_1d,ret_3d,ret_5d,abs_ret_1d,abs_ret_5d,high_low_range_5d,high_low_range_10d,range_percentile_252,close_position_20d_range,distance_to_20d_high,distance_to_20d_low,underlying_volume_zscore_20d,option_total_volume,option_total_open_interest,call_volume,put_volume,put_call_volume_ratio,put_call_oi_ratio,dte,strike,straddle_close_price,straddle_premium_to_spot,call_close,put_close,valuation_score,compression_score,trigger_score,liquidity_score,old_vol_long_score,event_date,event_type,relative_day
2024-09-30,0.5685500409670432,0.5615423441477834,0.5762277829093992,0.4633791035476552,0.3548678948487734,0.1051709374193879,,,,,144.0,True,0.0981632406001281,0.2785921560255754,0.2499808357640415,,0.1114361135049,0.2182055091114907,0.2773901136878327,0.1114361135049,0.2773901136878327,0.2835056042800536,0.3201962862816796,,0.9829238360075464,-0.0041415995114789,0.314728561987359,3.3434446838718888,,,,,,,18,5700.0,,,,,0.0,48.29238360075464,100.0,0.0,41.06923126451017,2024-09-30,top_daily_pnl,0
2024-10-08,0.7491441024713255,0.5957771047946459,0.5953682734744726,0.5244678497414554,0.3889020301757908,0.22467625272987,,,,,145.0,True,0.0713092550531904,0.2945320223973942,0.3243694212016682,,0.0863854700208228,0.2724286647873166,0.3358983992810684,0.0863854700208228,0.3358983992810684,0.3775514374925983,0.4824513156173262,,0.8877621283225202,-0.036526871596009,0.4283020067644374,2.927014486621496,,,,,,,10,6200.0,,,,,0.0,38.77621283225202,100.0,0.0,40.0,2024-09-30,top_daily_pnl,1
2024-10-11,0.3983176358606642,1.5153503043435523,1.034528847169409,0.7518389845626642,0.4818168773468188,-0.3535213487019999,,,,,146.0,True,0.7635113197808882,0.5258823307831955,0.5633920291294472,,-0.1266091016596072,0.0545741323447162,0.1558811182925807,0.1266091016596072,0.1558811182925807,0.3775514374925983,0.4678220049540234,,0.5129346004015551,-0.1585113388564097,0.2474659727893777,0.6403518069754877,,,,,,,35,5400.0,,,,,100.0,1.293460040155514,84.8927978552832,0.0,80.0,2024-09-30,top_daily_pnl,2
2024-10-14,0.3221008510434526,1.5141358876632214,1.0372142620400897,0.7573455146658509,0.481478953074654,-0.4352446636223983,,,,,147.0,True,0.7567903729973705,0.4958278991013285,0.5629803828036161,,0.0367376047988561,-0.0163027395230731,0.1521551293203564,0.0367376047988561,0.1521551293203564,0.3017839587398556,0.4536749237054245,,0.6079263859451717,-0.1275970609805979,0.2932948846977345,0.6020150924899004,,,,,,,32,5600.0,,,,,100.0,10.792638594517168,84.4668343609989,0.0,80.0,2024-09-30,top_daily_pnl,3
2024-10-15,0.2764457161139017,1.52809725577148,1.0510188175720667,0.7564991059482788,0.4830870639720337,-0.4800533898343772,,,,,148.0,True,0.7715981498232012,0.4436647172030385,0.5624525102066278,,-0.0193349736348067,-0.1120301895583307,0.0721774112533331,0.0193349736348067,0.0721774112533331,0.2128222433987698,0.4478470013583926,,0.5560956173511123,-0.1444649488054661,0.2682890622000733,0.6720419046061327,,,,,,,31,5500.0,,,,,100.0,5.609561735111235,73.39488075652007,0.0,80.0,2024-09-30,top_daily_pnl,4
2024-10-16,0.2860465690900714,1.2961605650308998,1.050110084152664,0.7568633407393319,0.4800237913155619,-0.4708167716492605,,,,,149.0,True,0.5392972242915679,0.2934842371916766,0.5720763932172521,,0.0031011902688853,0.0198452668437665,-0.0323308516437828,0.0031011902688853,0.0323308516437828,0.2040033709258097,0.4412512680415206,,0.564248161598599,-0.1418117718300113,0.2722222678979018,0.2324125698563944,,,,,,,30,5500.0,,,,,100.0,6.424816159859903,50.472573297165866,0.0,80.0,2024-09-30,top_daily_pnl,5
2024-09-13,0.1654233627638399,0.1795391462361603,0.2271464279052478,0.2000984285397872,0.2335124222056271,-0.0346750657759473,,,,,135.0,True,-0.0205592823036269,-0.0559201310544931,-0.0501431268089065,,-0.0165765010527398,-0.0210816529003934,-0.0302327977616621,0.0165765010527398,0.0302327977616621,0.0486223294598653,0.0659515898149245,,0.0339559651531943,-0.074080120416091,0.0028201387373374,-0.4635033680680466,,,,,,,35,4400.0,,,,,71.6719161099671,80.17077111119178,24.379408191177134,0.0,56.24151183967052,2024-10-08,top_daily_pnl,-10
2024-09-18,0.1753199743766292,0.1372998310163977,0.2057633335906259,0.188446955433217,0.232840788360547,-0.0131269810565878,,,,,136.0,True,-0.0511471244168192,-0.0691434179952895,-0.0544336809169746,,-0.0031845465336254,-0.0170702183640087,-0.0409106272409367,0.0031845465336254,0.0409106272409367,0.0583776408536051,0.0803291421713563,,0.1530845359460711,-0.0668056155769629,0.013109572554631,-0.6124369635147483,,,,,,,30,4400.0,,,,,58.20436316036741,81.00284824573427,7.844640998308832,0.0,52.36285659018581,2024-10-08,top_daily_pnl,-9
2024-09-19,0.1808218190868848,0.2090491166346276,0.2051105222919784,0.1943651318622348,0.2361245757905255,-0.01354331277535,,,,,137.0,True,0.0146839847723928,-0.0207587666910175,-0.054588440217961,,0.0188994959279704,-0.0011812391791514,-0.0057569181115748,0.0188994959279704,0.0057569181115748,0.0426980398247556,0.0676052949735004,,0.3766730195850417,-0.049168712108555,0.0322568327957151,1.1740087946727795,,,,,,,29,4500.0,,,,,58.46457048459377,31.21437105299881,54.90217096376998,0.0,52.43779629956301,2024-10-08,top_daily_pnl,-8
2024-09-20,0.1715627365492304,0.2044921977830731,0.1797826797016376,0.194046595741651,0.2327397713744144,-0.0224838591924206,,,,,138.0,True,0.0104456020414221,-0.0212530905421727,-0.0659220750922499,,-0.004220736498384,0.0113679519418528,-0.0027204366676896,0.004220736498384,0.0027204366676896,0.0426980398247556,0.0627661447963108,,0.3473203864957552,-0.0485307592093191,0.027899948705828,0.115435677848999,,,,,,,28,4500.0,,,,,64.05241199526289,35.915627166498595,26.665740126913573,0.0,54.047094654635714,2024-10-08,top_daily_pnl,-7
2024-09-23,0.1735607226686961,0.2033402086264214,0.1715241709027219,0.1847869475220798,0.2324411559971617,-0.0112262248533837,,,,,139.0,True,0.0185532611043416,-0.0286113202615339,-0.0710586389035993,,0.0012942054970697,0.0159120892270321,-0.0041097692952464,0.0012942054970697,0.0041097692952464,0.0426980398247556,0.0627661447963108,,0.3638811728815357,-0.047299362487595,0.0292302624698808,-0.0145245228241199,,,,,,,25,4500.0,,,,,57.01639053336481,30.881357251704078,19.517293544853697,0.0,52.02072047360907,2024-10-08,top_daily_pnl,-6
2024-09-24,0.1775888639110803,0.287964345039178,0.2640437828802665,0.2299358273440612,0.245815903261782,-0.0523469634329809,,,,,140.0,True,0.0580285176951167,0.0298373988042739,-0.0260827322502192,,0.0388050916188973,0.0357593218407459,0.0519738886218106,0.0388050916188973,0.0519738886218106,0.0691696371019661,0.0691696371019661,,0.8610777512651017,-0.0103297269635442,0.0691696371019661,3.23469155799567,,,,,,,24,4600.0,,,,,82.71685214561307,36.92922608687818,93.27913293475798,0.0,69.42245341793657,2024-10-08,top_daily_pnl,-5
2024-09-25,0.1712719074238147,0.2641777720432776,0.2650752174022846,0.2259566537794687,0.2468670115874469,-0.054684746355654,,,,,141.0,True,0.0382211182638088,0.0375096983462516,-0.0316337196490378,,0.0094130655608219,0.0499405144931186,0.0652685851840084,0.0094130655608219,0.0652685851840084,0.0944868802571281,0.1053952795958426,,0.7517775112460807,-0.0236670800817607,0.0792338009916473,3.194404497972644,,,,,,,23,4700.0,,,,,84.17796647228376,34.25228518135438,72.96219451633056,0.0,69.84325434401772,2024-10-08,top_daily_pnl,-4
2024-09-26,0.2226214337229041,0.3269691466984832,0.2990137843719229,0.2615176155645223,0.2607424723048467,-0.0388961818416182,,,,,142.0,True,0.0654515311339608,0.0671524837022875,0.0463937170112699,,0.04009034158253,0.0906215000199366,0.0874238048690725,0.04009034158253,0.0874238048690725,0.1007113916747555,0.1225006527208145,,1.0,0.0,0.1225006527208145,2.3328162187002746,,,,,,,22,4900.0,,,,,74.3101136510114,50.0,100.0,0.0,67.00131273149128,2024-10-08,top_daily_pnl,-3
2024-09-27,0.3330051913664575,0.3446868836480189,0.3588783500062861,0.3128343887452403,0.2822687910146628,0.0201708026212171,,,,,143.0,True,0.0318524949027786,0.1187877930035893,0.0975347024614165,,0.0538164938123035,0.1063816826660011,0.1508023749214184,0.0538164938123035,0.1508023749214184,0.1616180945804237,0.1893813855607631,,0.9658272464881954,-0.0054412180037951,0.1829097021522709,2.4346841792588347,,,,,,,21,5100.0,,,,,37.39324836173927,58.31085177266178,100.0,0.0,56.36925552818091,2024-10-08,top_daily_pnl,-2
2024-09-30,0.5685500409670432,0.5615423441477834,0.5762277829093992,0.4633791035476552,0.3548678948487734,0.1051709374193879,,,,,144.0,True,0.0981632406001281,0.2785921560255754,0.2499808357640415,,0.1114361135049,0.2182055091114907,0.2773901136878327,0.1114361135049,0.2773901136878327,0.2835056042800536,0.3201962862816796,,0.9829238360075464,-0.0041415995114789,0.314728561987359,3.3434446838718888,,,,,,,18,5700.0,,,,,0.0,48.29238360075464,100.0,0.0,41.06923126451017,2024-10-08,top_daily_pnl,-1
2024-10-08,0.7491441024713255,0.5957771047946459,0.5953682734744726,0.5244678497414554,0.3889020301757908,0.22467625272987,,,,,145.0,True,0.0713092550531904,0.2945320223973942,0.3243694212016682,,0.0863854700208228,0.2724286647873166,0.3358983992810684,0.0863854700208228,0.3358983992810684,0.3775514374925983,0.4824513156173262,,0.8877621283225202,-0.036526871596009,0.4283020067644374,2.927014486621496,,,,,,,10,6200.0,,,,,0.0,38.77621283225202,100.0,0.0,40.0,2024-10-08,top_daily_pnl,0
2024-10-11,0.3983176358606642,1.5153503043435523,1.034528847169409,0.7518389845626642,0.4818168773468188,-0.3535213487019999,,,,,146.0,True,0.7635113197808882,0.5258823307831955,0.5633920291294472,,-0.1266091016596072,0.0545741323447162,0.1558811182925807,0.1266091016596072,0.1558811182925807,0.3775514374925983,0.4678220049540234,,0.5129346004015551,-0.1585113388564097,0.2474659727893777,0.6403518069754877,,,,,,,35,5400.0,,,,,100.0,1.293460040155514,84.8927978552832,0.0,80.0,2024-10-08,top_daily_pnl,1
2024-10-14,0.3221008510434526,1.5141358876632214,1.0372142620400897,0.7573455146658509,0.481478953074654,-0.4352446636223983,,,,,147.0,True,0.7567903729973705,0.4958278991013285,0.5629803828036161,,0.0367376047988561,-0.0163027395230731,0.1521551293203564,0.0367376047988561,0.1521551293203564,0.3017839587398556,0.4536749237054245,,0.6079263859451717,-0.1275970609805979,0.2932948846977345,0.6020150924899004,,,,,,,32,5600.0,,,,,100.0,10.792638594517168,84.4668343609989,0.0,80.0,2024-10-08,top_daily_pnl,2
2024-10-15,0.2764457161139017,1.52809725577148,1.0510188175720667,0.7564991059482788,0.4830870639720337,-0.4800533898343772,,,,,148.0,True,0.7715981498232012,0.4436647172030385,0.5624525102066278,,-0.0193349736348067,-0.1120301895583307,0.0721774112533331,0.0193349736348067,0.0721774112533331,0.2128222433987698,0.4478470013583926,,0.5560956173511123,-0.1444649488054661,0.2682890622000733,0.6720419046061327,,,,,,,31,5500.0,,,,,100.0,5.609561735111235,73.39488075652007,0.0,80.0,2024-10-08,top_daily_pnl,3
2024-10-16,0.2860465690900714,1.2961605650308998,1.050110084152664,0.7568633407393319,0.4800237913155619,-0.4708167716492605,,,,,149.0,True,0.5392972242915679,0.2934842371916766,0.5720763932172521,,0.0031011902688853,0.0198452668437665,-0.0323308516437828,0.0031011902688853,0.0323308516437828,0.2040033709258097,0.4412512680415206,,0.564248161598599,-0.1418117718300113,0.2722222678979018,0.2324125698563944,,,,,,,30,5500.0,,,,,100.0,6.424816159859903,50.472573297165866,0.0,80.0,2024-10-08,top_daily_pnl,4
2024-10-17,0.2844038512137189,1.04073350665308,1.0520725217572555,0.7565400241617369,0.4769614400058237,-0.472136172948018,,,,,150.0,True,0.2841934824913431,0.2320721744202815,0.5266041968176757,,-0.0033741565785184,-0.0196129237303265,-0.1122818670292258,0.0033741565785184,0.1122818670292258,0.0669860776484561,0.3775514374925983,,0.5553505236492184,-0.1447074332856982,0.2679295907633365,0.4020853337562703,,,,,,,29,5500.0,,,,,100.0,5.535052364921844,52.66112212897908,0.0,80.0,2024-10-08,top_daily_pnl,5
2025-03-21,0.1906187103050276,0.1508579095850564,0.1665694582957706,0.2022135165231137,0.23316859859754,-0.0115948062180861,,,,,234.0,True,-0.0513556069380573,-0.0173562315757657,-0.039462899222171,,-0.019808747350293,-0.031203508726345,-0.0251948560703193,0.019808747350293,0.0251948560703193,0.0396332793191251,0.0396332793191251,,0.4418361011494512,-0.0357143798003163,0.030203688108717,-0.5094481751437514,,,,,,,28,6400.0,,,,,57.24675388630384,52.21455944257877,38.3415512512509,0.0,52.08706511925551,2025-04-07,top_daily_pnl,-10
2025-03-24,0.1975693711095011,0.1335838514663422,0.1207629086263496,0.2026598852794238,0.2301500526146012,-0.0050905141699227,,,,,235.0,True,-0.0690760338130816,-0.0157240610052904,-0.0351712293072633,,-0.0070672102942248,-0.0311265138159811,-0.0347859506063031,0.0070672102942248,0.0347859506063031,0.063730456312913,0.063730456312913,,0.3353305275213546,-0.0425291890619645,0.0229230219989666,-0.4199390470299369,,,,,,,25,6400.0,,,,,53.18157135620171,66.46694724786454,25.72289058037596,0.0,50.91629255058609,2025-04-07,top_daily_pnl,-9
2025-03-25,0.1869904339786132,0.0969069349605304,0.1233669334303025,0.1931378641987717,0.2307009016427769,-0.0061474302201585,,,,,236.0,True,-0.0962309292382413,-0.0239816446225386,-0.0471754516711557,,-0.0077947233396848,-0.0343222889501406,-0.0455483298414866,0.0077947233396848,0.0455483298414866,0.0566288973080328,0.063730456312913,,0.2186912343431772,-0.0499924091390502,0.0149496200446903,-1.1076199336819703,,,,,,,24,6300.0,,,,,53.8421438875991,78.13087656568227,17.33358883658144,0.0,51.10653743962854,2025-04-07,top_daily_pnl,-8
2025-03-26,0.177367981990268,0.1358617583148465,0.1257452740946063,0.1935675164529885,0.22847059365482,-0.0161995344627205,,,,,237.0,True,-0.057705758138142,-0.0261772408171292,-0.0325557110468588,,0.0038257807798582,-0.011037713654482,-0.0350008097123808,0.0038257807798582,0.0350008097123808,0.0562706511564166,0.063730456312913,,0.2754935168239316,-0.0463578883572149,0.0188325947935819,-1.7013024095388758,,,,,,,23,6300.0,,,,,60.12470903920034,71.49471420849935,12.191787260799453,0.0,52.9159162032897,2025-04-07,top_daily_pnl,-7
2025-03-27,0.1786012984565794,0.1423357631185285,0.1191959631330908,0.1931447359673303,0.2269750492523814,-0.0145434375107509,,,,,238.0,True,-0.0508089728488018,-0.0083874895007035,-0.0290411408233012,,-0.0009694221748487,-0.00496430914744,-0.0315675486128487,0.0009694221748487,0.0315675486128487,0.0459404731712351,0.063730456312913,,0.2610452084866986,-0.0472823701671111,0.0178449158837301,-1.6976329589959358,,,,,,,22,6300.0,,,,,59.089648444219335,70.06588450499758,14.947972582930753,0.0,52.61781875193517,2025-04-07,top_daily_pnl,-6
2025-03-28,0.1874461372540059,0.0888383513473136,0.1168928058936404,0.1874768844306896,0.2268566366154395,-3.07471766837486e-05,,,,,239.0,True,-0.0986385330833759,-0.014736632092424,-0.0320928636681898,,-0.0095508500748131,-0.0067254454971625,-0.0214327095416815,0.0095508500748131,0.0214327095416815,0.0268460749900214,0.063730456312913,,0.1188369361173122,-0.0563816334132764,0.008123631692714,-1.579155287457718,,,,,,,21,6300.0,,,,,50.01921698542734,88.11630638826878,22.366511607873253,0.0,50.00553449180308,2025-04-07,top_daily_pnl,-5
2025-03-31,0.1919786924194481,0.0880597831186183,0.1092655252171158,0.1881153935197646,0.2267727785960749,0.0038632988996834,,,,,240.0,True,-0.1000556104011463,-0.0145444917596591,-0.0302685527649496,,-0.0066481275194344,-0.0170892624055122,-0.0210196899499668,0.0066481275194344,0.0210196899499668,0.0407836905409397,0.0812557747638433,,0.1662622919951034,-0.0626549286440253,0.0135097713500744,-1.1767046978168256,,,,,,,18,6200.0,,,,,47.58543818769784,83.37377080048965,19.205311101707437,0.0,49.30460619805698,2025-04-07,top_daily_pnl,-4
2025-04-01,0.1936626047658375,0.1024060062901547,0.1139129335454834,0.1410360848015865,0.226204107947144,0.0526265199642509,,,,,241.0,True,-0.0386300785114318,-0.0521017793971852,-0.0760834240197239,,0.0052733020690038,-0.0109472675283563,-0.008125846440687,0.0052733020690038,0.008125846440687,0.0407836905409397,0.074037215176419,,0.2320366100635601,-0.0577120249398733,0.0188543145242903,-1.7284462269812628,,,,,,,17,6300.0,,,,,17.10842502234313,67.8922050400739,5.859224521115437,0.0,40.52722640643482,2025-04-07,top_daily_pnl,-3
2025-04-02,0.186557837717555,0.0992986574965771,0.1206241247513792,0.1414072148784275,0.2262861210348871,0.0451506228391274,,,,,242.0,True,-0.0421085573818504,-0.0521603015745609,-0.0783375423916902,,0.0028388123634093,0.0014249269349846,-0.0091010639349961,0.0028388123634093,0.0091010639349961,0.0407836905409397,0.0736730667984884,,0.2676320644542244,-0.0550370461863807,0.0217466507488748,-2.02003723935537,,,,,,,16,6300.0,,,,,21.78086072554537,65.78202579701525,3.1542359593436964,0.0,41.87288788895707,2025-04-07,top_daily_pnl,-2
2025-04-03,0.1895214881567334,0.1210670662843703,0.1261935415795165,0.138262652438225,0.2261948486663554,0.0512588357185083,,,,,243.0,True,-0.0171955861538546,-0.0548820835291053,-0.0632695730298088,,-0.01178800606947,-0.0037567238415631,-0.0198315896154487,0.01178800606947,0.0198315896154487,0.034695013118831,0.0631726956428746,,0.1194043753392865,-0.06617627522136,0.0097022950283864,-1.249335594711328,,,,,,,15,6200.0,,,,,17.963227675932274,70.22439003017743,13.0977845216334,0.0,40.77340957066849,2025-04-07,top_daily_pnl,-1
2025-04-07,0.556887922440326,0.8475328063362304,0.5970582058742141,0.4447181627942294,0.3329001189158201,0.1121697596460966,,,,,244.0,True,0.4028146435420009,0.2572412783635397,0.2425046462711156,,-0.1139424499097813,-0.1219016015346186,-0.1231396175697053,0.1139424499097813,0.1231396175697053,0.16169010889142,0.1793238790542601,,0.0489375630546222,-0.1725784382065155,0.0108487370521184,1.0564333365072698,,,,,,,11,5500.0,,,,,0.0,45.10624369453778,89.5159259611919,0.0,40.0,2025-04-07,top_daily_pnl,0
2025-04-08,0.3804115111616233,0.8706604641773477,0.6057409780448236,0.4349159989127499,0.3326276311858151,-0.0545044877511266,,,,,245.0,True,0.4357444652645977,0.2468006053929853,0.2322561136333261,,0.0061087146419265,-0.11903843357731,-0.1118787846200671,0.0061087146419265,0.1118787846200671,0.164134888131278,0.1784316283600209,,0.0854560205334814,-0.1675239559969419,0.0191640520652092,1.8120204948078376,,,,,,,10,5500.0,,,,,84.06530484445418,41.45439794665185,71.36546621111655,0.0,69.8108077952028,2025-04-07,top_daily_pnl,1
2025-04-11,0.2441741706577787,1.0458777172569702,0.7071431200212527,0.4952792283182222,0.3547496335408056,-0.2511050576604435,,,,,246.0,True,0.5505984889387481,0.3542431435166356,0.3021413641194504,,0.0600664674039359,-0.0549823100993557,-0.0634710804747189,0.0600664674039359,0.0634710804747189,0.164134888131278,0.1784316283600209,,0.3584364489016641,-0.1175200608352746,0.0803816363778473,-0.2274873326202815,,,,,,,35,5900.0,,,,,100.0,14.156355109833584,75.25014074866354,0.0,80.0,2025-04-07,top_daily_pnl,2
2025-04-14,0.2167654410270616,1.0579741624573755,0.7126450264801061,0.498898853306827,0.3551415256599587,-0.2821334122797654,,,,,247.0,True,0.5590753091505487,0.3574916384283995,0.3053313368538385,,0.0130222035200646,0.0804308393863544,-0.0539610373855712,0.0130222035200646,0.0539610373855712,0.1609150226313542,0.1784316283600209,,0.421172473485038,-0.1060282274650972,0.0944505859261002,-0.3260012519077879,,,,,,,32,5900.0,,,,,100.0,7.882752651496194,55.29132333442976,0.0,80.0,2025-04-07,top_daily_pnl,3
2025-04-15,0.2123753652796364,1.0590434968623057,0.712139186158853,0.4976787477362255,0.3505846674720446,-0.2853033824565891,,,,,248.0,True,0.56136474912608,0.3594160952980004,0.3045340117688951,,-0.0041251986056743,0.069440938077083,-0.0466252486395453,0.0041251986056743,0.0466252486395453,0.1020760079631641,0.1715376982241965,,0.401040036738311,-0.1097160385746703,0.0899357598950585,-1.110718974698822,,,,,,,31,5900.0,,,,,100.0,9.895996326168898,37.916887339638215,0.0,80.0,2025-04-07,top_daily_pnl,4
2025-04-16,0.2162487020264349,0.441038492834742,0.7128146970417099,0.4975420989641167,0.3507164792303323,-0.2812933969376818,,,,,249.0,True,-0.0565036061293747,0.0528239361698872,0.310065214533427,,-0.0133040614649715,-0.0045784273434034,0.0616590253910953,0.0133040614649715,0.0616590253910953,0.1020760079631641,0.164134888131278,,0.3363793270077869,-0.1215604311187513,0.075435187552544,-0.8305054279051948,,,,,,,30,5800.0,,,,,100.0,64.9052365197941,49.99889687324399,0.0,80.0,2025-04-07,top_daily_pnl,5
2024-09-09,0.1880673591545027,0.1740290401762398,0.2189719382774626,0.2152996862838238,0.2328937287659099,-0.0272323271293211,,,,,133.0,True,-0.0412706461075839,-0.0446689845500771,-0.0334988175929862,,-0.0072526498825559,-0.0165330713175838,-0.012572050238339,0.0072526498825559,0.012572050238339,0.0349006973519339,0.0571258817570861,,0.0816760806653894,-0.0871741807886995,0.0085665014278817,-0.7470549565950362,,,,,,,11,4500.0,,,,,67.02020445582569,84.02849447828771,12.646005501758234,0.0,54.9018188832778,2024-09-27,top_daily_pnl,-10
