signal_date,entry_date,exit_date,holding_days,strategy,moneyness,call_code,put_code,spot_at_signal,call_strike,put_strike,dte,entry_call_price,entry_put_price,exit_call_price,exit_put_price,entry_premium,exit_premium,net_pnl,return_on_premium,entry_mode_used
2024-10-25,2024-10-28,2024-11-01,5,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5700.CFE,5974.9086,6200.0,5700.0,21,129.4,80.4,94.8,105.0,210.849,198.80100000000002,-1204.7999999999975,-0.05714041802427318,next_open
2024-10-28,2024-10-29,2024-10-29,1,3% OTM strangle,0.03,MO2411-C-6300.CFE,MO2411-P-5800.CFE,6082.0877,6300.0,5800.0,18,120.0,90.6,72.0,104.8,211.65299999999996,175.916,-3573.6999999999966,-0.1688471224126281,next_open
2024-10-28,2024-10-29,2024-10-31,3,3% OTM strangle,0.03,MO2411-C-6300.CFE,MO2411-P-5800.CFE,6082.0877,6300.0,5800.0,18,120.0,90.6,108.4,77.0,211.65299999999996,184.473,-2717.999999999995,-0.12841774035803866,next_open
2024-10-28,2024-10-29,2024-11-04,5,3% OTM strangle,0.03,MO2411-C-6300.CFE,MO2411-P-5800.CFE,6082.0877,6300.0,5800.0,18,120.0,90.6,95.2,85.6,211.65299999999996,179.89600000000002,-3175.699999999995,-0.15004275866630737,next_open
2024-10-29,2024-10-30,2024-10-30,1,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5800.CFE,5983.8364,6200.0,5800.0,17,92.4,110.8,108.6,98.8,204.21599999999998,206.36299999999997,214.69999999999914,0.010513377991930072,next_open
2024-10-29,2024-10-30,2024-11-01,3,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5800.CFE,5983.8364,6200.0,5800.0,17,92.4,110.8,94.8,139.2,204.21599999999998,232.83,2861.4000000000033,0.14011634739687406,next_open
2024-10-29,2024-10-30,2024-11-05,5,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5800.CFE,5983.8364,6200.0,5800.0,17,92.4,110.8,225.8,37.0,204.21599999999998,261.486,5727.000000000001,0.28043835938418155,next_open
2024-10-30,2024-10-31,2024-10-31,1,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5800.CFE,6019.3472,6200.0,5800.0,16,116.0,96.0,142.8,77.0,213.05999999999997,218.70100000000002,564.1000000000048,0.026476110015958176,next_open
2024-10-30,2024-10-31,2024-11-04,3,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5800.CFE,6019.3472,6200.0,5800.0,16,116.0,96.0,124.6,85.6,213.05999999999997,209.149,-391.0999999999973,-0.018356331549798054,next_open
2024-10-30,2024-10-31,2024-11-06,5,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5800.CFE,6019.3472,6200.0,5800.0,16,116.0,96.0,201.6,24.4,213.05999999999997,224.87,1181.0000000000032,0.05543039519384227,next_open
2024-10-31,2024-11-01,2024-11-01,1,3% OTM strangle,0.03,MO2411-C-6400.CFE,MO2411-P-5900.CFE,6116.6632,6400.0,5900.0,15,76.0,106.2,52.0,184.2,183.11099999999996,235.01899999999998,5190.800000000001,0.2834783273533541,next_open
2024-10-31,2024-11-01,2024-11-05,3,3% OTM strangle,0.03,MO2411-C-6400.CFE,MO2411-P-5900.CFE,6116.6632,6400.0,5900.0,15,76.0,106.2,137.0,53.8,183.11099999999996,189.846,673.5000000000042,0.03678096892049109,next_open
2024-10-31,2024-11-01,2024-11-07,5,3% OTM strangle,0.03,MO2411-C-6400.CFE,MO2411-P-5900.CFE,6116.6632,6400.0,5900.0,15,76.0,106.2,143.2,15.6,183.11099999999996,158.00599999999997,-2510.499999999999,-0.1371026317370338,next_open
2024-11-01,2024-11-04,2024-11-04,1,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5700.CFE,5930.2319,6200.0,5700.0,14,99.0,100.2,124.6,60.8,200.19599999999997,184.47299999999998,-1572.2999999999984,-0.07853803272792656,next_open
2024-11-01,2024-11-04,2024-11-06,3,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5700.CFE,5930.2319,6200.0,5700.0,14,99.0,100.2,201.6,16.6,200.19599999999997,217.10899999999998,1691.300000000001,0.08448220743671209,next_open
2024-11-01,2024-11-04,2024-11-08,5,3% OTM strangle,0.03,MO2411-C-6200.CFE,MO2411-P-5700.CFE,5930.2319,6200.0,5700.0,14,99.0,100.2,265.0,4.4,200.19599999999997,268.053,6785.700000000003,0.3389528262302945,next_open
2024-11-04,2024-11-05,2024-11-05,1,3% OTM strangle,0.03,MO2411-C-6300.CFE,MO2411-P-5800.CFE,6053.1116,6300.0,5800.0,11,90.0,90.0,176.8,37.0,180.89999999999998,212.73100000000002,3183.1000000000045,0.17595909342178026,next_open
2024-11-04,2024-11-05,2024-11-07,3,3% OTM strangle,0.03,MO2411-C-6300.CFE,MO2411-P-5800.CFE,6053.1116,6300.0,5800.0,11,90.0,90.0,198.8,9.4,180.89999999999998,207.15900000000002,2625.900000000004,0.14515754560530705,next_open
2024-11-04,2024-11-05,2024-11-11,5,3% OTM strangle,0.03,MO2411-C-6300.CFE,MO2411-P-5800.CFE,6053.1116,6300.0,5800.0,11,90.0,90.0,252.0,2.2,180.89999999999998,252.92899999999997,7202.9,0.3981702598120509,next_open
2024-11-05,2024-11-06,2024-11-06,1,3% OTM strangle,0.03,MO2411-C-6500.CFE,MO2411-P-6000.CFE,6266.5423,6500.0,6000.0,10,105.0,72.6,73.4,52.4,178.48799999999997,125.171,-5331.699999999996,-0.2987147595356549,next_open
2024-11-05,2024-11-06,2024-11-08,3,3% OTM strangle,0.03,MO2411-C-6500.CFE,MO2411-P-6000.CFE,6266.5423,6500.0,6000.0,10,105.0,72.6,92.0,16.4,178.48799999999997,107.858,-7062.999999999996,-0.39571287705616054,next_open
2024-11-05,2024-11-06,2024-11-12,5,3% OTM strangle,0.03,MO2411-C-6500.CFE,MO2411-P-6000.CFE,6266.5423,6500.0,6000.0,10,105.0,72.6,48.0,3.6,178.48799999999997,51.342,-12714.599999999997,-0.7123504101116042,next_open
2024-11-15,2024-11-18,2024-11-18,1,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6125.5126,6400.0,5900.0,35,130.6,118.2,85.0,211.6,250.04399999999998,295.117,4507.300000000004,0.18026027419174243,next_open
2024-11-15,2024-11-18,2024-11-20,3,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6125.5126,6400.0,5900.0,35,130.6,118.2,122.4,111.2,250.04399999999998,232.43200000000002,-1761.1999999999966,-0.07043560333381312,next_open
2024-11-15,2024-11-18,2024-11-22,5,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6125.5126,6400.0,5900.0,35,130.6,118.2,61.0,189.4,250.04399999999998,249.148,-89.59999999999866,-0.003583369326998395,next_open
2024-11-18,2024-11-19,2024-11-19,1,3% OTM strangle,0.03,MO2412-C-6200.CFE,MO2412-P-5700.CFE,5974.5576,6200.0,5700.0,32,139.4,111.8,181.6,88.0,252.45599999999996,268.252,1579.600000000005,0.06256931901004552,next_open
2024-11-18,2024-11-19,2024-11-21,3,3% OTM strangle,0.03,MO2412-C-6200.CFE,MO2412-P-5700.CFE,5974.5576,6200.0,5700.0,32,139.4,111.8,196.4,58.4,252.45599999999996,253.526,107.000000000005,0.0042383623284851625,next_open
2024-11-18,2024-11-19,2024-11-25,5,3% OTM strangle,0.03,MO2412-C-6200.CFE,MO2412-P-5700.CFE,5974.5576,6200.0,5700.0,32,139.4,111.8,113.0,101.0,252.45599999999996,212.93,-3952.5999999999954,-0.15656589663149206,next_open
2024-11-19,2024-11-20,2024-11-20,1,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6130.2848,6400.0,5900.0,31,110.4,154.4,122.4,111.2,266.12399999999997,232.43200000000002,-3369.1999999999953,-0.1266026363650026,next_open
2024-11-19,2024-11-20,2024-11-22,3,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6130.2848,6400.0,5900.0,31,110.4,154.4,61.0,189.4,266.12399999999997,249.148,-1697.5999999999972,-0.0637898122679652,next_open
2024-11-19,2024-11-20,2024-11-26,5,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6130.2848,6400.0,5900.0,31,110.4,154.4,44.8,198.8,266.12399999999997,242.38200000000003,-2374.1999999999935,-0.08921405059295642,next_open
2024-11-20,2024-11-21,2024-11-21,1,3% OTM strangle,0.03,MO2412-C-6500.CFE,MO2412-P-6000.CFE,6250.8029,6500.0,6000.0,30,90.0,146.4,80.4,129.0,237.582,208.353,-2922.8999999999987,-0.12302699699472176,next_open
2024-11-20,2024-11-21,2024-11-25,3,3% OTM strangle,0.03,MO2412-C-6500.CFE,MO2412-P-6000.CFE,6250.8029,6500.0,6000.0,30,90.0,146.4,41.0,211.2,237.582,250.939,1335.6999999999998,0.05622058910186798,next_open
2024-11-20,2024-11-21,2024-11-27,5,3% OTM strangle,0.03,MO2412-C-6500.CFE,MO2412-P-6000.CFE,6250.8029,6500.0,6000.0,30,90.0,146.4,53.6,149.4,237.582,201.98499999999999,-3559.7000000000007,-0.14983037435495958,next_open
2024-11-21,2024-11-22,2024-11-22,1,3% OTM strangle,0.03,MO2412-C-6500.CFE,MO2412-P-6000.CFE,6262.1644,6500.0,6000.0,29,81.8,133.4,42.2,235.8,216.27599999999995,276.61,6033.400000000006,0.27896761545432724,next_open
2024-11-21,2024-11-22,2024-11-26,3,3% OTM strangle,0.03,MO2412-C-6500.CFE,MO2412-P-6000.CFE,6262.1644,6500.0,6000.0,29,81.8,133.4,31.4,250.6,216.27599999999995,280.59,6431.400000000002,0.29737002718748284,next_open
2024-11-21,2024-11-22,2024-11-28,5,3% OTM strangle,0.03,MO2412-C-6500.CFE,MO2412-P-6000.CFE,6262.1644,6500.0,6000.0,29,81.8,133.4,43.4,165.0,216.27599999999995,207.358,-891.799999999995,-0.04123434870258351,next_open
2024-11-22,2024-11-25,2024-11-25,1,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5800.CFE,6030.4882,6300.0,5800.0,28,86.2,131.0,83.6,131.6,218.28599999999997,214.124,-416.1999999999978,-0.019066728970249937,next_open
2024-11-22,2024-11-25,2024-11-27,3,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5800.CFE,6030.4882,6300.0,5800.0,28,86.2,131.0,103.6,83.4,218.28599999999997,186.065,-3222.0999999999976,-0.1476090999880889,next_open
2024-11-22,2024-11-25,2024-11-29,5,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5800.CFE,6030.4882,6300.0,5800.0,28,86.2,131.0,117.8,54.8,218.28599999999997,171.737,-4654.899999999998,-0.2132477575291131,next_open
2024-11-25,2024-11-26,2024-11-26,1,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5800.CFE,6052.1287,6300.0,5800.0,25,77.2,136.0,64.0,154.0,214.26599999999996,216.91,264.4000000000034,0.012339801928444244,next_open
2024-11-25,2024-11-26,2024-11-28,3,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5800.CFE,6052.1287,6300.0,5800.0,25,77.2,136.0,82.8,91.8,214.26599999999996,173.727,-4053.899999999996,-0.18919940634538363,next_open
2024-11-25,2024-11-26,2024-12-02,5,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5800.CFE,6052.1287,6300.0,5800.0,25,77.2,136.0,159.4,37.2,214.26599999999996,195.61700000000002,-1864.8999999999944,-0.08703667404067816,next_open
2024-11-26,2024-11-27,2024-11-27,1,3% OTM strangle,0.03,MO2412-C-6200.CFE,MO2412-P-5800.CFE,5981.5699,6200.0,5800.0,24,88.8,161.4,141.2,83.4,251.45099999999996,223.477,-2797.399999999996,-0.11125030323999494,next_open
2024-11-26,2024-11-27,2024-11-29,3,3% OTM strangle,0.03,MO2412-C-6200.CFE,MO2412-P-5800.CFE,5981.5699,6200.0,5800.0,24,88.8,161.4,157.0,54.8,251.45099999999996,210.741,-4070.999999999995,-0.161900330481883,next_open
2024-11-26,2024-11-27,2024-12-03,5,3% OTM strangle,0.03,MO2412-C-6200.CFE,MO2412-P-5800.CFE,5981.5699,6200.0,5800.0,24,88.8,161.4,206.0,34.8,251.45099999999996,239.596,-1185.4999999999961,-0.04714636251198032,next_open
2024-11-27,2024-11-28,2024-11-28,1,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6118.6636,6400.0,5900.0,23,76.0,112.2,60.0,125.4,189.14099999999996,184.473,-466.79999999999495,-0.024680000634447058,next_open
2024-11-27,2024-11-28,2024-12-02,3,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6118.6636,6400.0,5900.0,23,76.0,112.2,118.0,55.0,189.14099999999996,172.135,-1700.5999999999972,-0.08991175895231587,next_open
2024-11-27,2024-11-28,2024-12-04,5,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-5900.CFE,6118.6636,6400.0,5900.0,23,76.0,112.2,79.8,68.0,189.14099999999996,147.061,-4207.999999999995,-0.2224795258563715,next_open
2024-11-28,2024-11-29,2024-11-29,1,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5900.CFE,6086.0852,6300.0,5900.0,22,82.8,122.4,117.8,79.0,206.22599999999997,195.816,-1040.9999999999968,-0.050478601146315055,next_open
2024-11-28,2024-11-29,2024-12-03,3,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5900.CFE,6086.0852,6300.0,5900.0,22,82.8,122.4,158.6,51.2,206.22599999999997,208.751,252.5000000000034,0.01224384898121495,next_open
2024-11-28,2024-11-29,2024-12-05,5,3% OTM strangle,0.03,MO2412-C-6300.CFE,MO2412-P-5900.CFE,6086.0852,6300.0,5900.0,22,82.8,122.4,137.0,47.8,206.22599999999997,183.876,-2234.9999999999964,-0.10837624741788118,next_open
2024-11-29,2024-12-02,2024-12-02,1,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-6000.CFE,6189.1276,6400.0,6000.0,21,87.0,108.8,118.0,76.0,196.779,193.03,-374.8999999999995,-0.019051829717601953,next_open
2024-11-29,2024-12-02,2024-12-04,3,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-6000.CFE,6189.1276,6400.0,6000.0,21,87.0,108.8,79.8,96.6,196.779,175.51799999999997,-2126.100000000002,-0.10804506578445881,next_open
2024-11-29,2024-12-02,2024-12-06,5,3% OTM strangle,0.03,MO2412-C-6400.CFE,MO2412-P-6000.CFE,6189.1276,6400.0,6000.0,21,87.0,108.8,109.2,40.0,196.779,148.45399999999998,-4832.500000000002,-0.24558006697869192,next_open
2024-12-02,2024-12-03,2024-12-03,1,3% OTM strangle,0.03,MO2412-C-6600.CFE,MO2412-P-6100.CFE,6313.6077,6600.0,6100.0,18,61.2,103.8,61.2,105.0,165.825,165.369,-45.599999999998886,-0.0027498869289913396,next_open
