signal_date,entry_date,exit_date,holding_days,underlying_code,call_code,put_code,spot_at_signal,strike,dte,entry_call_price,entry_put_price,exit_call_price,exit_put_price,entry_premium,exit_premium,gross_pnl,cost,net_pnl,return_on_premium,atm_iv,rv20,iv_rank,iv_percentile,iv_minus_rv20,entry_mode_used,signal_call_close,signal_put_close,signal_call_volume,signal_put_volume,signal_call_open_interest,signal_put_open_interest,signal_straddle_close,signal_straddle_premium_to_spot,entry_call_open,entry_put_open,entry_straddle_open,exit_call_close,exit_put_close,exit_straddle_close,signal_call_bid,signal_call_ask,signal_put_bid,signal_put_ask,call_bid_ask_spread,put_bid_ask_spread
2024-01-04,2024-01-05,2024-01-09,3,000852.SH,MO2401-C-5800.CFE,MO2401-P-5800.CFE,5783.0155,5800.0,15,65.0,102.0,9.8,303.8,167.83499999999998,312.03200000000004,14660.000000000002,240.29999999999563,14419.700000000006,0.8591592933535919,0.14680597485315422,,,,,next_open,66.6,99.0,11946.0,9184.0,4068.0,2744.0,165.6,0.02863557948271105,65.0,102.0,167.0,9.8,303.8,313.6,,,,,,
2024-01-04,2024-01-05,2024-01-11,5,000852.SH,MO2401-C-5800.CFE,MO2401-P-5800.CFE,5783.0155,5800.0,15,65.0,102.0,16.0,224.0,167.83499999999998,238.8,7300.0,203.49999999999636,7096.500000000004,0.4228259898114222,0.14680597485315422,,,,,next_open,66.6,99.0,11946.0,9184.0,4068.0,2744.0,165.6,0.02863557948271105,65.0,102.0,167.0,16.0,224.0,240.0,,,,,,
2024-01-05,2024-01-08,2024-01-08,1,000852.SH,MO2401-C-5700.CFE,MO2401-P-5700.CFE,5675.8091,5700.0,14,61.4,106.0,32.6,249.0,168.237,280.192,11420.000000000002,224.5,11195.500000000002,0.6654600355450943,0.15451468599129914,,,,,next_open,66.6,99.2,7356.0,9678.0,2859.0,2296.0,165.8,0.029211694241090668,61.4,106.0,167.4,32.6,249.0,281.6,,,,,,
2024-01-05,2024-01-08,2024-01-09,2,000852.SH,MO2401-C-5700.CFE,MO2401-P-5700.CFE,5675.8091,5700.0,14,61.4,106.0,21.8,213.8,168.237,234.42200000000003,6820.000000000002,201.4999999999991,6618.500000000003,0.39340335360235873,0.15451468599129914,,,,,next_open,66.6,99.2,7356.0,9678.0,2859.0,2296.0,165.8,0.029211694241090668,61.4,106.0,167.4,21.8,213.8,235.60000000000002,,,,,,
2024-01-05,2024-01-08,2024-01-10,3,000852.SH,MO2401-C-5700.CFE,MO2401-P-5700.CFE,5675.8091,5700.0,14,61.4,106.0,18.0,231.0,168.237,247.755,8159.999999999999,208.1999999999989,7951.8,0.4726546479074163,0.15451468599129914,,,,,next_open,66.6,99.2,7356.0,9678.0,2859.0,2296.0,165.8,0.029211694241090668,61.4,106.0,167.4,18.0,231.0,249.0,,,,,,
2024-01-05,2024-01-08,2024-01-12,5,000852.SH,MO2401-C-5700.CFE,MO2401-P-5700.CFE,5675.8091,5700.0,14,61.4,106.0,20.8,162.4,168.237,182.28400000000002,1580.0000000000011,175.2999999999986,1404.7000000000025,0.0834953072154165,0.15451468599129914,,,,,next_open,66.6,99.2,7356.0,9678.0,2859.0,2296.0,165.8,0.029211694241090668,61.4,106.0,167.4,20.8,162.4,183.20000000000002,,,,,,
2024-01-08,2024-01-09,2024-01-09,1,000852.SH,MO2401-C-5500.CFE,MO2401-P-5500.CFE,5543.5745,5500.0,11,100.6,105.2,87.6,81.0,206.82899999999998,167.757,-3720.000000000002,187.19999999999573,-3907.1999999999975,-0.18890967901019673,0.2234505500836264,,,,,next_open,96.2,113.4,3190.0,14111.0,970.0,2656.0,209.60000000000002,0.03780953967516808,100.6,105.2,205.8,87.6,81.0,168.6,,,,,,
2024-01-08,2024-01-09,2024-01-10,2,000852.SH,MO2401-C-5500.CFE,MO2401-P-5500.CFE,5543.5745,5500.0,11,100.6,105.2,77.2,93.0,206.82899999999998,169.349,-3560.0000000000023,187.99999999999682,-3747.999999999999,-0.18121249921432678,0.2234505500836264,,,,,next_open,96.2,113.4,3190.0,14111.0,970.0,2656.0,209.60000000000002,0.03780953967516808,100.6,105.2,205.8,77.2,93.0,170.2,,,,,,
2024-01-08,2024-01-09,2024-01-11,3,000852.SH,MO2401-C-5500.CFE,MO2401-P-5500.CFE,5543.5745,5500.0,11,100.6,105.2,133.0,39.8,206.82899999999998,171.936,-3300.0,189.29999999999745,-3489.2999999999975,-0.16870458204603792,0.2234505500836264,,,,,next_open,96.2,113.4,3190.0,14111.0,970.0,2656.0,209.60000000000002,0.03780953967516808,100.6,105.2,205.8,133.0,39.8,172.8,,,,,,
2024-01-08,2024-01-09,2024-01-15,5,000852.SH,MO2401-C-5500.CFE,MO2401-P-5500.CFE,5543.5745,5500.0,11,100.6,105.2,72.0,41.8,206.82899999999998,113.231,-9200.000000000002,159.79999999999745,-9359.8,-0.452538087018745,0.2234505500836264,,,,,next_open,96.2,113.4,3190.0,14111.0,970.0,2656.0,209.60000000000002,0.03780953967516808,100.6,105.2,205.8,72.0,41.8,113.8,,,,,,
2024-01-09,2024-01-10,2024-01-10,1,000852.SH,MO2401-C-5600.CFE,MO2401-P-5600.CFE,5553.3035,5600.0,10,43.0,150.0,38.6,152.0,193.96499999999997,189.647,-240.00000000000057,191.7999999999978,-431.79999999999836,-0.022261748253550817,0.20339443308961552,,,,,next_open,46.0,137.6,17657.0,11585.0,3754.0,3365.0,183.6,0.03306140210056951,43.0,150.0,193.0,38.6,152.0,190.6,,,,,,
