holding_days,trades,win_rate,avg_return,median_return,avg_net_pnl,total_net_pnl
1,470,0.30638297872340425,-0.012753954979562122,-0.035914936087053054,-649.679787234039,-305349.49999999837
2,470,0.2957446808510638,-0.0019258042153684305,-0.058884386916129454,-483.7476595744649,-227361.39999999848
3,470,0.32978723404255317,0.009343435952710626,-0.0740094615324676,-350.2482978723371,-164616.69999999844
5,470,0.3382978723404255,0.022489069434831453,-0.10611079124662376,-229.36638297872028,-107802.19999999853
