signal_date,holding_days,event_type,classification_reason,future_index_return,future_abs_return,future_gap_return_next_open,future_rv_5d,signal_rv20,rv_expansion_ratio,call_leg_pnl,put_leg_pnl,straddle_return,iv_change
2024-01-08,3,noise_theta_decay,muted realized move or negative straddle return,0.0121835469154423,0.0121835469154423,0.0017333761817399,0.1635208679106473,,,32.400000000000006,-65.4,-0.1687045820460379,
2024-01-08,5,noise_theta_decay,muted realized move or negative straddle return,0.0028504171811889,0.0028504171811889,0.0017333761817399,0.1635208679106473,,,-28.599999999999994,-63.400000000000006,-0.452538087018745,
2024-01-09,1,noise_theta_decay,muted realized move or negative straddle return,-0.0074252919906142,0.0074252919906142,-0.0022760146280498,0.1654672106244488,,,-4.399999999999999,2.0,-0.0222617482535508,
2024-01-09,3,noise_theta_decay,muted realized move or negative straddle return,0.0038155847235792,0.0038155847235792,-0.0022760146280498,0.1654672106244488,,,5.799999999999997,-57.599999999999994,-0.275673446240301,
2024-01-09,5,noise_theta_decay,muted realized move or negative straddle return,-0.0024903014935163,0.0024903014935163,-0.0022760146280498,0.1654672106244488,,,-22.2,-42.2,-0.340308818601294,
2024-01-10,1,noise_theta_decay,muted realized move or negative straddle return,0.017968988992626,0.017968988992626,-0.0007738655502218,0.2554409340855694,,,42.0,-58.8,-0.0616371220343279,
2024-01-10,3,noise_theta_decay,muted realized move or negative straddle return,0.0085825129244583,0.0085825129244583,-0.0007738655502218,0.2554409340855694,,,-10.800000000000011,-43.0,-0.1754713072301635,
2024-01-10,5,noise_theta_decay,default muted/noise bucket,-0.0223050562179141,0.0223050562179141,-0.0007738655502218,0.2554409340855694,,,-83.80000000000001,113.60000000000002,0.0817324193204272,
2024-01-11,1,noise_theta_decay,muted realized move or negative straddle return,-0.006526742127487,0.006526742127487,-0.001785260180646,0.1691424608155716,,,-24.599999999999994,9.800000000000011,-0.0586952132219804,
2024-01-11,3,noise_theta_decay,muted realized move or negative straddle return,-0.0127676587054026,0.0127676587054026,-0.001785260180646,0.1691424608155716,,,-51.39999999999999,39.400000000000006,-0.0494731929176471,
2024-01-11,5,down_shock,negative future return with dominant put leg,-0.0423607436732403,0.0423607436732403,-0.001785260180646,0.1691424608155716,,,-81.39999999999999,202.2,0.38791405580216,
2024-01-12,1,noise_theta_decay,muted realized move or negative straddle return,-0.0027117445630835,0.0027117445630835,-0.0029320157317993,0.1696871099248019,,,-9.799999999999997,-5.0,-0.0600965058349592,
2024-01-12,3,down_shock,negative future return with dominant put leg,-0.0332534300969381,0.0332534300969381,-0.0029320157317993,0.1696871099248019,,,-55.4,178.0,0.4054505024501043,
2024-01-12,5,down_shock,negative future return with dominant put leg,-0.0479875782775277,0.0479875782775277,-0.0029320157317993,0.1696871099248019,,,-63.6,206.2,0.4732157147186724,
2024-01-15,1,noise_theta_decay,muted realized move or negative straddle return,-0.0035798801879922,0.0035798801879922,-0.0007870847375677,0.3741349157300436,,,-6.799999999999997,19.80000000000001,0.0367502112081105,
2024-01-15,3,down_shock,negative future return with dominant put leg,-0.0334483762206406,0.0334483762206406,-0.0007870847375677,0.3741349157300436,,,-36.8,182.6,0.5138133714591049,
2024-01-15,5,down_shock,negative future return with dominant put leg,-0.1004685417931797,0.1004685417931797,-0.0007870847375677,0.3741349157300436,,,-64.8,602.0,1.919856450692835,
2024-01-16,1,down_shock,negative future return with dominant put leg,-0.0271420169651122,0.0271420169651122,-0.001729315784688,0.4485473501868233,,,-47.599999999999994,130.60000000000002,0.2959847078827755,
2024-01-16,3,down_shock,negative future return with dominant put leg,-0.0419693089638238,0.0419693089638238,-0.001729315784688,0.4485473501868233,,,-56.39999999999999,160.0,0.3719155525425739,
2024-01-16,5,down_shock,negative future return with dominant put leg,-0.083011959564898,0.083011959564898,-0.001729315784688,0.4485473501868233,,,-82.0,354.0,0.9926317778197622,
2024-01-17,1,noise_theta_decay,muted realized move or negative straddle return,-0.0029128494706819,0.0029128494706819,-0.0053655126282547,0.4800902899088864,,,19.0,7.400000000000006,0.0761410339606317,
2024-01-17,3,down_shock,negative future return with dominant put leg,-0.0720503319130896,0.0720503319130896,-0.0053655126282547,0.4800902899088864,,,-49.6,561.2,1.658394457226385,
2024-01-17,5,down_shock,negative future return with dominant put leg,-0.0455944063314511,0.0455944063314511,-0.0053655126282547,0.4800902899088864,,,-34.6,143.6,0.345502395794414,
