signal_date,holding_days,event_type,classification_reason,future_index_return,future_abs_return,future_gap_return_next_open,future_rv_5d,signal_rv20,rv_expansion_ratio,call_leg_pnl,put_leg_pnl,straddle_return,iv_change
2024-05-31,1,noise_theta_decay,default muted/noise bucket,-0.0131808652355531,0.0131808652355531,-0.0008528703982265,0.1913929857262832,0.1955079689353253,0.9789523504773181,-30.6,58.400000000000006,0.1079734148452257,
2024-05-31,3,noise_theta_decay,default muted/noise bucket,-0.0207507832699517,0.0207507832699517,-0.0008528703982265,0.1913929857262832,0.1955079689353253,0.9789523504773181,-43.0,63.80000000000001,0.078280406024718,
2024-05-31,5,down_shock,negative future return with dominant put leg,-0.0376499154589626,0.0376499154589626,-0.0008528703982265,0.1913929857262832,0.1955079689353253,0.9789523504773181,-61.2,135.2,0.3039472730605757,
2024-06-03,1,noise_theta_decay,muted realized move or negative straddle return,0.0055035896974762,0.0055035896974762,-0.0032664767269328,0.2134520478631323,0.201385002558642,1.0599202778318928,10.200000000000003,-44.60000000000001,-0.1578986042852634,
2024-06-03,3,down_shock,negative future return with dominant put leg,-0.0290946549154417,0.0290946549154417,-0.0032664767269328,0.2134520478631323,0.201385002558642,1.0599202778318928,-36.199999999999996,72.19999999999999,0.1448794256346417,
2024-06-03,5,noise_theta_decay,muted realized move or negative straddle return,-0.0162169733337299,0.0162169733337299,-0.0032664767269328,0.2134520478631323,0.201385002558642,1.0599202778318928,-40.8,-1.200000000000017,-0.1905848688788896,
2024-06-04,1,noise_theta_decay,default muted/noise bucket,-0.0131025077027189,0.0131025077027189,-0.0036523083315831,0.2084423581972527,0.201005914854869,1.0369961418685267,-18.400000000000006,31.60000000000001,0.057413961122224,
2024-06-04,3,down_shock,negative future return with dominant put leg,-0.0301336279675134,0.0301336279675134,-0.0036523083315831,0.2084423581972527,0.201005914854869,1.0369961418685267,-49.6,95.00000000000001,0.2217418064317589,
2024-06-04,5,noise_theta_decay,muted realized move or negative straddle return,-0.0183009491676998,0.0183009491676998,-0.0036523083315831,0.2084423581972527,0.201005914854869,1.0369961418685267,-51.400000000000006,28.200000000000003,-0.1283479509668152,
2024-06-05,1,noise_theta_decay,default muted/noise bucket,-0.0215892377490212,0.0215892377490212,0.0011184029031108,0.1948243965214518,0.1979815991195965,0.9840530503229369,-45.2,72.19999999999999,0.1272743060876315,
2024-06-05,3,noise_theta_decay,muted realized move or negative straddle return,-0.0086120074596044,0.0086120074596044,0.0011184029031108,0.1948243965214518,0.1979815991195965,0.9840530503229369,-41.8,7.200000000000003,-0.1858009745931533,
2024-06-05,5,noise_theta_decay,muted realized move or negative straddle return,-0.0121755079832704,0.0121755079832704,0.0011184029031108,0.1948243965214518,0.1979815991195965,0.9840530503229369,-67.0,6.200000000000003,-0.3189596167008897,
2024-06-06,1,noise_theta_decay,muted realized move or negative straddle return,0.0044275928057648,0.0044275928057648,0.0055162972091298,0.093071722318205,0.2115572264755064,0.439936389168822,-23.0,-3.799999999999997,-0.1357006437009265,
2024-06-06,3,noise_theta_decay,muted realized move or negative straddle return,0.016681929512412,0.016681929512412,0.0055162972091298,0.093071722318205,0.2115572264755064,0.439936389168822,-5.400000000000006,-45.0,-0.2464360661149229,
2024-06-06,5,noise_theta_decay,muted realized move or negative straddle return,0.0097024494465294,0.0097024494465294,0.0055162972091298,0.093071722318205,0.2115572264755064,0.439936389168822,-27.200000000000003,-59.4,-0.4162929428685953,
2024-06-07,1,noise_theta_decay,muted realized move or negative straddle return,0.008797038381056,0.008797038381056,-0.0041464132154794,0.0905426877616335,0.1985091656836783,0.4561133862499431,12.0,-55.8,-0.2225197541703247,
2024-06-07,3,noise_theta_decay,muted realized move or negative straddle return,0.0051709618080162,0.0051709618080162,-0.0041464132154794,0.0905426877616335,0.1985091656836783,0.4561133862499431,-13.200000000000003,-56.8,-0.3496732026143789,
2024-06-07,5,noise_theta_decay,muted realized move or negative straddle return,0.0058951370702662,0.0058951370702662,-0.0041464132154794,0.0905426877616335,0.1985091656836783,0.4561133862499431,-21.799999999999997,-89.2,-0.5486537898741586,
2024-06-11,1,noise_theta_decay,muted realized move or negative straddle return,0.0033736025711479,0.0033736025711479,-0.0020321708938562,0.0882294222970443,0.1786558301355483,0.49385134663729463,-3.0,-12.200000000000003,-0.104596514283926,
2024-06-11,3,noise_theta_decay,muted realized move or negative straddle return,-0.0035145163719484,0.0035145163719484,-0.0020321708938562,0.0882294222970443,0.1786558301355483,0.49385134663729463,-23.200000000000003,-25.200000000000003,-0.3113238837260239,
2024-06-11,5,noise_theta_decay,muted realized move or negative straddle return,0.0054494363544141,0.0054494363544141,-0.0020321708938562,0.0882294222970443,0.1786558301355483,0.49385134663729463,-10.0,-69.4,-0.5043524515785851,
2024-06-14,1,noise_theta_decay,muted realized move or negative straddle return,0.0006401704743186,0.0006401704743186,-0.004183219202574,0.1828648102022106,0.1775104450983306,1.030163662205421,11.200000000000003,-14.0,-0.0197735630846474,
2024-06-14,3,noise_theta_decay,muted realized move or negative straddle return,-0.0039872978905182,0.0039872978905182,-0.004183219202574,0.1828648102022106,0.1775104450983306,1.030163662205421,-1.2000000000000028,-10.400000000000006,-0.0506468366882805,
2024-06-14,5,noise_theta_decay,default muted/noise bucket,-0.0241896998549198,0.0241896998549198,-0.004183219202574,0.1828648102022106,0.1775104450983306,1.030163662205421,-42.800000000000004,60.0,0.0503929678327005,
2024-06-17,1,trend_vol_expansion,future RV expanded versus signal RV20,0.0083500518656771,0.0083500518656771,-0.0001344722858811,0.262546066885738,0.1569158004686145,1.6731652650763562,11.800000000000011,-34.400000000000006,-0.0901478271723818,
2024-06-17,3,trend_vol_expansion,future RV expanded versus signal RV20,-0.0246586215292464,0.0246586215292464,-0.0001344722858811,0.262546066885738,0.1569158004686145,1.6731652650763562,-51.8,77.6,0.0816027389932061,
2024-06-17,5,down_shock,negative future return with dominant put leg,-0.0571359258828729,0.0571359258828729,-0.0001344722858811,0.262546066885738,0.1569158004686145,1.6731652650763562,-82.19999999999999,212.6,0.4527826815742077,
2024-06-18,1,trend_vol_expansion,future RV expanded versus signal RV20,-0.0128671186490223,0.0128671186490223,0.0006186039316777,0.2020975281899181,0.1609392646611768,1.2557378624501063,-36.599999999999994,43.599999999999994,0.0163409054877358,
2024-06-18,3,down_shock,negative future return with dominant put leg,-0.0328894087454174,0.0328894087454174,0.0006186039316777,0.2020975281899181,0.1609392646611768,1.2557378624501063,-78.19999999999999,114.0,0.1245102258057208,
2024-06-18,5,down_shock,negative future return with dominant put leg,-0.0726277287222803,0.0726277287222803,0.0006186039316777,0.2020975281899181,0.1609392646611768,1.2557378624501063,-106.0,279.4,0.6413192006583169,
2024-06-19,1,trend_vol_expansion,future RV expanded versus signal RV20,-0.0201271919960379,0.0201271919960379,-0.0017827538382065,0.3705956278228232,0.1622006236611221,2.2847977982938628,-35.0,62.599999999999994,0.088626133402253,
