total_trades,win_rate,avg_return,median_return,max_trade_profit,max_trade_loss,profit_loss_ratio,max_drawdown,total_net_pnl
1880,0.3175531914893617,0.004288186548152886,-0.0555998674085504,139300.69999999998,-97513.49999999997,1.8350548614826372,2311623.6999999974,-805129.7999999939
