signal_date,atm_iv,rv5,rv10,rv20,rv60,iv_minus_rv20,iv_rank,iv_percentile,iv_zscore_252,winsorized_iv_rank_252,iv_lookback_count,is_iv_warmup,rv5_minus_rv20,rv20_change_5d,rv20_change_10d,rv20_percentile_252,ret_1d,ret_3d,ret_5d,abs_ret_1d,abs_ret_5d,high_low_range_5d,high_low_range_10d,range_percentile_252,close_position_20d_range,distance_to_20d_high,distance_to_20d_low,underlying_volume_zscore_20d,option_total_volume,option_total_open_interest,call_volume,put_volume,put_call_volume_ratio,put_call_oi_ratio,signal_call_close,signal_put_close,signal_call_volume,signal_put_volume,signal_call_open_interest,signal_put_open_interest,signal_straddle_close,signal_straddle_premium_to_spot,entry_call_open,entry_put_open,entry_straddle_open,exit_call_close,exit_put_close,exit_straddle_close,signal_call_bid,signal_call_ask,signal_put_bid,signal_put_ask,call_bid_ask_spread,put_bid_ask_spread,dte,strike,straddle_close_price,straddle_premium_to_spot,call_close,put_close,valuation_score,compression_score,trigger_score,liquidity_score,old_vol_long_score
2024-06-28,0.2088479253770357,0.393279854146457,0.28941843587170935,0.22777917808882653,0.26440663972547346,-0.01893125271179083,,,,,91.0,True,0.16550067605763047,0.06033356990459948,0.05026873299049592,,0.006558560699642335,0.009979411300074181,-0.031520377223822504,0.006558560699642335,0.031520377223822504,0.045225893604236456,0.08933050947928245,,0.14597155441467524,-0.09111111907298575,0.017432598806404576,-0.04282754645684803,18706.0,4804.0,10038.0,8668.0,0.8635186292090058,0.8591331269349846,95.4,140.0,10038.0,8668.0,2584.0,2220.0,235.4,0.048080194005421,100.0,138.4,238.4,108.2,115.2,223.4,,,,,,,21,4900.0,235.4,0.048080194005421,95.4,140.0,57.51585480125047,35.40284455853248,56.02432194497913,100.0,68.40762548812235
2024-07-01,0.2098371324780373,0.31572983190957316,0.2974378627025454,0.23214114603426272,0.2647529754955809,-0.02230401355622541,,,,,92.0,True,0.08358868587531043,0.03670438805689949,0.07522534556564822,,0.009040097717581741,-0.009252556747586183,0.010734961926454512,0.009040097717581741,0.010734961926454512,0.03661786295150371,0.08933050947928245,,0.22497179241534943,-0.08203121762765708,0.026630288920667544,-0.3732099555242959,20472.0,4863.0,12113.0,8359.0,0.690085032609593,0.8805104408352669,108.2,115.2,12113.0,8359.0,2586.0,2277.0,223.4,0.0452204101288779,108.2,114.8,223.0,87.8,122.8,210.6,,,,,,,18,4900.0,223.4,0.0452204101288779,108.2,115.2,60.95299579558886,27.502820758465056,52.9110230190724,100.0,69.01472244012058
2024-07-02,0.2072083035247116,0.3133034222273389,0.28830429813387615,0.23236314550043188,0.25504808984613414,-0.025154841975720293,,,,,93.0,True,0.08094027672690704,0.04712938045358106,0.07142388083925508,,-0.007003171966843413,0.008545121174370784,0.011972723221621795,0.007003171966843413,0.011972723221621795,0.03661786295150371,0.08933050947928245,,0.16423371311530188,-0.0884599108708044,0.019440620460985825,-1.0051200306381936,17600.0,5726.0,9378.0,8222.0,0.8767327788441032,0.76946847960445,87.8,122.8,9378.0,8222.0,3236.0,2490.0,210.6,0.0429300934389995,87.0,120.8,207.8,66.2,131.0,197.2,,,,,,,17,4900.0,210.6,0.0429300934389995,87.8,122.8,63.752476918246344,33.57662868846981,45.70971960189381,100.0,69.52787155562964
2024-07-03,0.1997802763091802,0.2151427296221865,0.2861699967467528,0.23067475126213272,0.2523481351182884,-0.030894474952952528,,,,,94.0,True,-0.015532021639946214,0.011917222400257,0.06847412760101063,,-0.007851579781573026,-0.0058934593963068105,-0.023915386859804322,0.007851579781573026,0.023915386859804322,0.026725373337311842,0.07538813359948193,,0.1020734412558975,-0.09046835118850238,0.01143640109685995,-1.832362289016904,19751.0,6297.0,11954.0,7797.0,0.6522502927890246,0.5970073548059853,66.2,131.0,11954.0,7797.0,3943.0,2354.0,197.2,0.0405166688904263,71.8,121.4,193.2,31.6,199.0,230.6,,,,,,,16,4900.0,197.2,0.0405166688904263,66.2,131.0,67.55729934744241,71.26433155772118,39.841437687545316,100.0,70.56100549153146
2024-07-04,0.202109321156801,0.198130991952002,0.28843696882168995,0.23680797349516408,0.25529202114800315,-0.034698652338363084,,,,,95.0,True,-0.03867698154316207,0.01187624203064519,0.06880953169895615,,-0.02162764170427567,-0.0361073234575654,-0.021014741619981736,0.02162764170427567,0.021014741619981736,0.04685385316636448,0.07262280762471507,,0.027286061429415268,-0.10672614837363548,0.0033627913391083286,-0.583179241178675,24468.0,5507.0,9283.0,15185.0,1.635785845093181,1.0276141384388806,62.0,127.8,9283.0,15185.0,2716.0,2791.0,189.8,0.0398583077061354,62.6,128.8,191.4,77.6,94.4,172.0,,,,,,,15,4800.0,189.8,0.0398583077061354,62.0,127.8,69.29473910062563,88.38680283337601,58.2813910584196,100.0,71.24575742090536
2024-07-05,0.1898936808905372,0.21200877831404644,0.298839690281586,0.24021543662364978,0.2555096459269946,-0.050321755733112566,,,,,96.0,True,-0.02820665830960334,0.012436258534823247,0.07276982843942273,,0.010274518319281167,-0.019336032085617627,-0.017400577603669642,0.010274518319281167,0.017400577603669642,0.051424847822034714,0.06746005899443586,,0.15983200850620927,-0.09754818982096547,0.020995027428717616,-1.1946881016143711,25991.0,5812.0,15544.0,10447.0,0.6720921255790016,0.7773700305810397,77.6,94.4,15544.0,10447.0,3270.0,2542.0,172.0,0.0357529346663551,74.4,97.4,171.8,35.8,169.2,205.0,,,,,,,14,4800.0,172.0,0.0357529346663551,77.6,94.4,77.59810311130175,70.76957344504713,46.82741323310678,100.0,74.05791603196026
2024-07-08,0.2271925848657137,0.2210317804591298,0.2769786675593241,0.24864367173039603,0.2593437764630671,-0.021451086864682334,,,,,97.0,True,-0.02761189127126623,0.016502525696133308,0.0532069137530328,,-0.02428478592691319,-0.03557901833206689,-0.04985222297888703,0.02428478592691319,0.04985222297888703,0.05810982054351532,0.06604075477517402,,0.024606064120921364,-0.1102982386445559,0.0031372315700892717,-0.266715904681501,21396.0,4839.0,6807.0,14589.0,2.143234905244601,1.1364238410596026,72.0,105.8,6807.0,14589.0,2265.0,2574.0,177.8,0.037878426357181,72.0,101.6,173.6,115.0,51.2,166.2,,,,,,,11,4700.0,177.8,0.037878426357181,72.0,105.8,66.80477601422908,84.0443482842688,61.78808681380586,100.0,68.86119563564282
2024-07-09,0.2119817723389689,0.31955994769470825,0.30381507160314464,0.25866964229906536,0.26371660263515045,-0.04668786996009647,,,,,98.0,True,0.060890305395642885,0.026306496798633477,0.07343587725221454,,0.021964076083399675,0.007391091059222976,-0.022134947792949777,0.021964076083399675,0.022134947792949777,0.05625442796075175,0.07386367036747843,,0.25448070596065664,-0.0848733723380316,0.03269320978206092,1.9083113394652529,37916.0,6431.0,27933.0,9983.0,0.3573908996527405,0.5315551321743273,63.0,98.6,27933.0,9983.0,4199.0,2232.0,161.6,0.0336872762615561,60.8,105.0,165.8,58.4,99.0,157.4,,,,,,,10,4800.0,161.6,0.0336872762615561,63.0,98.6,78.1838958112334,24.551929403934338,86.36084672388554,100.0,73.40381659281736
2024-07-12,0.196584349526962,0.3494261525873845,0.27711955066716604,0.2671407061702516,0.2629752310202717,-0.0705563566432896,,,,,99.0,True,0.08228544641713292,0.03646595490811888,0.04838317730837588,,0.016876178872266,0.013973909794805506,0.0022368200940323657,0.016876178872266,0.0022368200940323657,0.05424355522489144,0.06972627856256675,,0.3901378722582815,-0.0694295316788347,0.05012112511051736,0.38682323705318,1684.0,1625.0,1304.0,380.0,0.29141104294478526,0.6821946169772257,107.6,177.8,1304.0,380.0,966.0,659.0,285.4,0.0585073511903755,100.0,188.6,288.6,74.4,211.2,285.6,,,,,,,35,4900.0,285.4,0.0585073511903755,107.6,177.8,64.95940212571509,10.98621277417185,47.74188193441172,100.0,77.70014419579212
2024-07-15,0.190032106485073,0.31060360975012447,0.2524769192873008,0.26483874718898365,0.2635363346806351,-0.07480664070391066,,,,,100.0,True,0.04576486256114082,0.028030773693819566,0.039907015724464756,,-0.010335588039367405,0.0284700686294026,0.013804309569269702,0.010335588039367405,0.013804309569269702,0.05424355522489144,0.06955046255304143,,0.3056543746013948,-0.0790475246810034,0.039267505769938094,0.014260579076433775,2520.0,1881.0,1464.0,1056.0,0.7213114754098361,0.8173913043478261,115.0,146.8,1464.0,1056.0,1035.0,846.0,261.8,0.054229819221024,106.0,150.0,256.0,109.8,140.8,250.6,,,,,,,32,4800.0,261.8,0.054229819221024,115.0,146.8,69.85222586911874,25.365869806051847,38.07285494856468,100.0,78.46519532670392
2024-07-16,0.1836112570609352,0.3035131882666121,0.24978201443126022,0.26558315295735146,0.25511987278663,-0.08197189589641626,,,,,101.0,True,0.037930035309260646,0.02536771633370169,0.03780397486852494,,0.001888328705121456,0.008266515718762468,0.005388819504406506,0.001888328705121456,0.005388819504406506,0.05424355522489144,0.06651562893888019,,0.3209301140908934,-0.0773084636858059,0.04122998443338344,-0.3942839655201097,4564.0,2463.0,2567.0,1997.0,0.777950915465524,0.9167315175097276,109.8,140.8,2567.0,1997.0,1285.0,1178.0,250.6,0.0518119888889954,112.0,140.0,252.0,97.0,163.0,260.0,,,,,,,31,4800.0,250.6,0.0518119888889954,109.8,140.8,73.4900092591705,27.102807212052056,28.185942235586776,100.0,79.75494126135493
2024-07-17,0.1970789355452137,0.2306718840307128,0.24516420280129875,0.26571245890638134,0.2508716386919274,-0.06863352336116765,,,,,102.0,True,-0.035040574875668556,0.01706878717598531,0.03357131287211862,,-0.008496421871490356,-0.016891260889793536,0.02165734178492351,0.008496421871490356,0.02165734178492351,0.05424355522489144,0.06587453664505505,,0.2520680503604569,-0.08514804023558487,0.032383255220392204,-0.41512277915074197,4511.0,2881.0,2436.0,2075.0,0.8518062397372742,0.7588522588522588,97.0,163.0,2436.0,2075.0,1638.0,1243.0,260.0,0.0542160981941952,82.4,180.0,262.4,113.8,159.2,273.0,,,,,,,30,4800.0,260.0,0.0542160981941952,97.0,163.0,67.93456088853556,64.39343449548288,31.41760362535466,100.0,77.35403420501018
2024-07-18,0.2096211294400044,0.17290945944495423,0.24598003393949994,0.26331601641982333,0.24971003887929796,-0.05369488697981892,,,,,103.0,True,-0.0904065569748691,0.004646374120757968,0.030952870919391445,,0.0035037570504907745,-0.0031435895206196607,0.0032025634683086057,0.0035037570504907745,0.0032025634683086057,0.03872393361126569,0.05625442796075175,,0.2802241333257815,-0.08194262123140494,0.036000475329679205,-0.24475491843162925,8119.0,3859.0,5369.0,2750.0,0.5121996647420376,0.7982292637465052,113.8,159.2,5369.0,2750.0,2146.0,1713.0,273.0,0.0567281414782393,100.0,181.0,281.0,106.6,145.2,251.8,,,,,,,29,4800.0,273.0,0.0567281414782393,113.8,159.2,61.172867615993994,71.97758666742185,28.457624357179558,100.0,74.6650796563674
2024-07-19,0.1959514567125193,0.10433432711088628,0.24422422417651668,0.2619857969015998,0.24503413793106812,-0.0660343401890805,,,,,104.0,True,-0.1576514697907135,-0.005154909268651808,0.03131104563946707,,0.0018694104468675032,-0.003162412763165978,-0.011602413643487908,0.0018694104468675032,0.011602413643487908,0.03274998175349353,0.05424355522489144,,0.3327036422337582,-0.0683015571372192,0.03793718544122027,-0.9784472369364937,12551.0,4809.0,8091.0,4460.0,0.5512297614633543,0.5876526906569826,106.6,145.2,8091.0,4460.0,3029.0,1780.0,251.8,0.0522252487839325,108.0,120.0,228.0,104.0,136.0,240.0,,,,,,,28,4800.0,251.8,0.0522252487839325,106.6,145.2,68.78135732247725,66.72963577662418,20.641028773063546,100.0,66.8861812340345
2024-07-22,0.1970429983595394,0.07669173364602885,0.21454518738366846,0.2545520092091911,0.24507299750568462,-0.05750901084965168,,,,,105.0,True,-0.17786027556316222,-0.01028673797979257,0.017744035714026996,,0.0011300813761878636,0.006515878352087556,-0.00015142092379893946,0.0011300813761878636,0.00015142092379893946,0.029717424025544892,0.05424355522489144,,0.4079152134829991,-0.0518013533927254,0.03911013892414039,-1.0533476101151664,13531.0,5515.0,8134.0,5397.0,0.6635111876075731,0.5990142070165265,104.0,136.0,8134.0,5397.0,3449.0,2066.0,240.0,0.0497216488867229,104.0,131.4,235.4,56.6,223.8,280.40000000000003,,,,,,,25,4800.0,240.0,0.0497216488867229,104.0,136.0,68.20352515158041,59.20847865170009,18.965288080446506,100.0,65.35162195293731
2024-07-23,0.2144696940008438,0.20708201542652482,0.251903843989095,0.26978086660682615,0.25049248862246465,-0.05531117260598234,,,,,106.0,True,-0.06269885118030133,0.004197713649474688,0.029565429983176378,,-0.027330084396490872,-0.024410514089327373,-0.02931034810709665,0.027330084396490872,0.02931034810709665,0.034026840527140445,0.05424355522489144,,0.12939167927933617,-0.06655992139539857,0.010711171130094232,-0.208161905745395,10911.0,4298.0,2911.0,8000.0,2.7481964960494674,1.0914841849148418,91.0,156.8,2911.0,8000.0,2055.0,2243.0,247.8,0.0527800866994927,90.0,160.2,250.2,67.2,193.8,261.0,,,,,,,24,4700.0,247.8,0.0527800866994927,91.0,156.8,64.96800252312556,87.06083207206638,49.52692311313843,100.0,74.95601106907682
2024-07-24,0.2126808012426496,0.21429242916196856,0.23010975048381926,0.2488040560201364,0.24937849210075533,-0.03612325477748679,,,,,107.0,True,-0.03451162685816783,-0.016908402886244955,0.00016038428974035623,,-0.013619179320770725,-0.0394928243897803,-0.03432556716919988,0.013619179320770725,0.03432556716919988,0.04957065860611154,0.05875081616882638,,0.015402607867030208,-0.07162692811107929,0.0012084087381696307,-0.11625622552264057,17540.0,3534.0,4002.0,13538.0,3.3828085957021488,2.017933390264731,107.8,130.8,4002.0,13538.0,1171.0,2363.0,238.6,0.0515222258914473,100.0,136.6,236.6,106.8,127.0,233.8,,,,,,,23,4600.0,238.6,0.0515222258914473,107.8,130.8,60.01999554175853,87.83958373753359,42.40730758072257,100.0,61.50218585994762
2024-07-25,0.2128259441709558,0.20554485883565127,0.19193267981361092,0.24812814890810853,0.24742760466655034,-0.03530220473715273,,,,,108.0,True,-0.04258329007245726,-0.015187867511714803,-0.010541493390956835,,0.000335909365451581,-0.04025477124281307,-0.037373995732672305,0.000335909365451581,0.037373995732672305,0.058198917790592386,0.06745454314402322,,0.11198024967486431,-0.0713150789015986,0.009778173947583957,-1.2618679503668562,18488.0,4343.0,7423.0,11065.0,1.4906372086757376,1.690830235439901,106.8,127.0,7423.0,11065.0,1614.0,2729.0,233.8,0.0504687822411709,111.0,120.6,231.6,142.2,76.2,218.4,,,,,,,22,4600.0,233.8,0.0504687822411709,106.8,127.0,60.64128711271782,81.5450125627041,25.418142778466134,100.0,61.35439685268749
2024-07-26,0.1969514655335691,0.2576230668549266,0.18664938552425084,0.23026816619728196,0.24597406129875357,-0.03331670066371287,,,,,109.0,True,0.02735490065764462,-0.03171763070431782,-0.03687253997296963,,0.015005353295830526,0.001518119725385958,-0.02475259014315423,0.015005353295830526,0.02475259014315423,0.056803907258861086,0.06131535462168669,,0.29989013639867645,-0.05373405142869936,0.024930252198085867,-0.9701201709637612,22729.0,5127.0,15040.0,7689.0,0.5112367021276596,0.5693296602387512,89.0,124.2,15040.0,7689.0,3267.0,1860.0,213.2,0.0453416360419218,91.0,110.2,201.2,71.2,132.4,203.6,,,,,,,21,4700.0,213.2,0.0453416360419218,89.0,124.2,64.29343892247545,33.61311108611376,37.736896015778555,100.0,60.99700611946832
2024-07-29,0.2035323147879324,0.25271838868366964,0.18287445537291824,0.2153289511819293,0.24549236347928582,-0.01179663639399689,,,,,110.0,True,0.03738943750174034,-0.03922305802726178,-0.04950979600705435,,-0.0034951128011433408,0.011797553238427794,-0.02925820707090321,0.0034951128011433408,0.02925820707090321,0.051885982351140836,0.058198917790592386,,0.25734978990464963,-0.056886351203837004,0.021348005353349464,-1.0131099412751363,13342.0,5150.0,8935.0,4407.0,0.4932288752098489,0.561079114883298,71.2,132.4,8935.0,4407.0,3299.0,1851.0,203.6,0.0434518555254828,65.0,140.6,205.6,75.0,115.0,190.0,,,,,,,18,4700.0,203.6,0.0434518555254828,71.2,132.4,59.143235935221696,33.68608871714323,13.334102221410067,100.0,57.12339455091944
2024-07-30,0.1950316296314667,0.16546908837607685,0.18433776022241452,0.21405293663819341,0.23062920233470216,-0.019021307006726718,,,,,111.0,True,-0.048583848262116563,-0.05572792996863274,-0.05153021631915805,,0.00359517152566613,0.015094159356626058,0.0016057457450313617,0.00359517152566613,0.0016057457450313617,0.028011159299548005,0.058198917790592386,,0.3132173377258962,-0.05080236161208018,0.025019926619991528,-0.6546536258014783,16634.0,5337.0,11694.0,4940.0,0.422438857533778,0.5042277339346111,75.0,115.0,11694.0,4940.0,3548.0,1789.0,190.0,0.0404041142956688,75.0,113.6,188.6,221.6,30.0,251.6,,,,,,,17,4700.0,190.0,0.0404041142956688,75.0,115.0,63.940729859878104,63.92153633662561,19.387376236556303,100.0,58.42383526121081
2024-07-31,0.1919653735561023,0.2718496098579243,0.2747949837778085,0.256579474962211,0.2276946029178593,-0.06461410140610871,,,,,112.0,True,0.015270134895713272,0.007775418942074619,-0.009132983944170336,,0.0396788179134151,0.039769782734449644,0.05572640497449921,0.0396788179134151,0.05572640497449921,0.06584212554275215,0.06584212554275215,,0.8291107951004987,-0.012545753580568197,0.06569150564596837,3.3093662530806447,19286.0,6084.0,17037.0,2249.0,0.13200680871045373,0.19905400078833269,91.8,97.0,17037.0,2249.0,5074.0,1010.0,188.8,0.0386166667283687,93.6,89.6,183.2,71.0,111.0,182.0,,,,,,,16,4900.0,188.8,0.0386166667283687,91.8,97.0,79.67801774910171,51.54852330350267,82.07778330694723,100.0,76.63053825309956
2024-08-01,0.1908880414955339,0.278567457967594,0.27537634848736464,0.2555266269891432,0.22768884648503965,-0.06463858549360929,,,,,113.0,True,0.023040830978450833,0.007398478081034665,-0.007789389430680138,,-0.002207306580151336,0.041113501176582634,0.0530423663408881,0.002207306580151336,0.0530423663408881,0.0637535028985472,0.07527797163519989,,0.8414041504743112,-0.011102965165276868,0.06333919777314478,1.4148821457553533,24787.0,6566.0,16782.0,8005.0,0.47699916577285184,0.28669410150891633,71.0,111.0,16782.0,8005.0,5103.0,1463.0,182.0,0.0373081627595249,56.8,140.8,197.6,46.6,153.2,199.8,,,,,,,15,4900.0,182.0,0.0373081627595249,71.0,111.0,80.77608900048216,49.54006880640994,57.994475480882926,100.0,76.63494538884967
2024-08-02,0.1933126367182803,0.3215090759920988,0.28603961525786875,0.2589250892200734,0.22912260325474967,-0.0656124525017931,,,,,114.0,True,0.06258398677202542,0.028656923022791436,-0.0030607076815263867,,-0.01402128902162203,0.02283846813627366,0.02292795954130944,0.01402128902162203,0.02292795954130944,0.0637535028985472,0.07527797163519989,,0.6433463933890322,-0.024968576303319612,0.04842981155314785,0.8261815669168325,21272.0,7173.0,7699.0,13573.0,1.762956228081569,0.8792245218758187,84.0,91.0,7699.0,13573.0,3817.0,3356.0,175.0,0.036383375242477,70.0,105.0,175.0,51.0,177.8,228.8,,,,,,,14,4800.0,175.0,0.036383375242477,84.0,91.0,81.85107870474619,14.334639338903221,65.42646712083017,100.0,76.81024145032276
2024-08-05,0.2671928728179311,0.39644103963561894,0.3169660638692808,0.2659316512707028,0.2352781370656533,0.0012612215472282973,,,,,115.0,True,0.13050938836491616,0.05060270008877349,0.011379642061511708,,-0.02725921477066906,-0.04301532596915414,-0.001466265364451269,0.02725921477066906,0.001466265364451269,0.0637535028985472,0.07527797163519989,,0.2636951782421082,-0.051547167290018625,0.019850438148048433,1.5263076540925948,24820.0,5050.0,5175.0,19645.0,3.796135265700483,1.1094402673350041,90.0,119.2,5175.0,19645.0,2394.0,2656.0,209.2,0.0447125554415917,115.0,87.0,202.0,103.0,73.0,176.0,,,,,,,11,4700.0,209.2,0.0447125554415917,90.0,119.2,54.012072065164745,23.63048217578918,90.50770652777845,100.0,64.7729801214989
2024-08-06,0.2271989609929317,0.41166712315081005,0.29612177320983063,0.2691741915562695,0.23772359100850127,-0.041975230563337795,,,,,116.0,True,0.14249293159454057,0.05512125491807607,-0.0006066750505566709,,0.015211523408700467,-0.026308896418395733,0.010091501709072803,0.015211523408700467,0.010091501709072803,0.05435680077323379,0.07527797163519989,,0.4697777609190365,-0.0371197548232024,0.035363916961310915,0.016374469478867604,23924.0,5721.0,7709.0,16215.0,2.103385653132702,1.218301667312912,103.0,73.0,7709.0,16215.0,2579.0,3142.0,176.0,0.0370530481332148,102.6,73.0,175.6,86.8,68.4,155.2,,,,,,,10,4700.0,176.0,0.0370530481332148,103.0,73.0,73.9063861066974,3.0222239080963496,67.05122916670072,100.0,72.5555415014008
2024-08-16,0.1787754745080634,0.2655619772652005,0.3065644754612608,0.26426143607694247,0.23763734987519336,-0.08548596156887908,,,,,117.0,True,0.0013005411882580087,0.0076819611147314615,0.01545738005680608,,-0.019851949493495447,-0.0320668931847099,-0.04774513130863245,0.019851949493495447,0.04774513130863245,0.05985671935856618,0.07527797163519989,,0.1967365014320108,-0.05623480481873666,0.014809924774407346,-0.2412311386418053,9462.0,6011.0,6904.0,2558.0,0.37050984936268827,0.6215268411114109,80.0,169.6,6904.0,2558.0,3707.0,2304.0,249.6,0.0536122671912535,81.0,168.6,249.6,77.0,150.8,227.8,,,,,,,35,4700.0,249.6,0.0536122671912535,80.0,169.6,71.98977734062208,54.78445769502474,42.842410923469586,100.0,80.38747308239823
2024-08-19,0.1707156909275571,0.27392819542141517,0.30661749375056907,0.2512545099127817,0.23764630913606327,-0.08053881898522461,,,,,118.0,True,0.022673685508633468,-0.004272117076361492,0.0031263610046731727,,0.0017100079389544831,-0.003240848091166093,-0.04400659739511115,0.0017100079389544831,0.04400659739511115,0.055621701654101185,0.0637535028985472,,0.21978883653348702,-0.05462095884246776,0.01654525780230154,-0.3271408825925884,12452.0,6627.0,9777.0,2675.0,0.2736013091950496,0.5447552447552447,77.0,150.8,9777.0,2675.0,4290.0,2337.0,227.8,0.0488462580324808,80.2,149.0,229.2,52.0,207.0,259.0,,,,,,,32,4700.0,227.8,0.0488462580324808,77.0,150.8,75.96145163959933,43.57374738472069,25.667526488941935,100.0,69.49698741734043
2024-08-20,0.1759487900318813,0.2802726654767235,0.3086855932513704,0.24841113163220258,0.2357195097866696,-0.07246234160032128,,,,,119.0,True,0.03186153384452095,-0.010513957587870826,0.01814296543492061,,-0.018077832845489028,-0.035925140716318804,-0.04793977474449462,0.018077832845489028,0.04793977474449462,0.06370386159490771,0.08089770245120831,,0.041843645840500515,-0.07171136312414239,0.003385054810678634,0.28404121851682557,13544.0,6472.0,6863.0,6681.0,0.973480984991986,1.0448657187993682,83.8,142.0,6863.0,6681.0,3165.0,3307.0,225.8,0.0493088021824102,79.0,145.6,224.6,73.8,152.0,225.8,,,,,,,31,4600.0,225.8,0.0493088021824102,83.8,142.0,73.22047993142525,57.539996314066215,43.82999210617106,100.0,68.04322148805784
2024-08-21,0.1678297840821321,0.2316682972151422,0.30938540767409506,0.2473503449887988,0.22932933341522782,-0.0795205609066667,,,,,120.0,True,-0.015682047773656588,-0.018581306281903992,0.0320213938068695,,-0.006778256984505626,-0.023065840267361915,-0.02789424403433105,0.006778256984505626,0.02789424403433105,0.04894331842823263,0.08564923370457334,,0.011263942459516322,-0.07800354206068338,0.0009647480401500097,-0.9585640197443472,7367.0,4924.0,1842.0,5525.0,2.999457111834962,2.547550432276657,118.2,96.0,1842.0,5525.0,1388.0,3536.0,214.2,0.0470948874476162,123.0,91.8,214.8,96.0,119.2,215.2,,,,,,,30,4500.0,214.2,0.0470948874476162,118.2,96.0,77.27110241031986,80.40779232640527,18.015187418742464,100.0,69.3137009632
2024-08-22,0.1770673411101313,0.1410022780594325,0.31035548061603113,0.2488552428271227,0.2298442650826691,-0.0717879017169914,,,,,121.0,True,-0.10785296476769021,-0.020318948729146774,0.034802306188929294,,-0.012405875085010343,-0.03683258734147288,-0.054339010884880246,0.012405875085010343,0.054339010884880246,0.05117555594652656,0.10001019052263538,,0.016232272081080995,-0.0894417149467005,0.001623392623444131,-0.6172352482404102,13357.0,5527.0,5132.0,8225.0,1.602689010132502,1.6521113243761996,96.0,119.2,5132.0,8225.0,2084.0,3443.0,215.2,0.0479091059181281,93.0,119.0,212.0,93.8,115.0,208.8,,,,,,,29,4500.0,215.2,0.0479091059181281,96.0,119.2,74.17613102145307,98.3767727918919,28.79943798930666,100.0,67.92182230905846
2024-08-23,0.174734706564944,0.13583701794057138,0.20021000900913755,0.24865141478082559,0.22494968353555245,-0.07391670821588159,,,,,122.0,True,-0.11281439684025421,-0.015610021296116883,-0.007928060181385421,,0.0007802371910372585,-0.018334707232044334,-0.034432779313414597,0.0007802371910372585,0.034432779313414597,0.05631029411286881,0.10538347405904336,,0.06928412457466027,-0.0887312635080948,0.007301401744817193,-0.7639413535591875,13886.0,6587.0,7791.0,6095.0,0.782312925170068,1.1789612967251075,93.8,115.0,7791.0,6095.0,3023.0,3564.0,208.8,0.0464480592908587,95.2,113.6,208.8,96.0,104.2,200.2,,,,,,,28,4500.0,208.8,0.0464480592908587,93.8,115.0,76.05892190841409,93.07158754253398,20.436159197585102,100.0,68.30500747885868
2024-08-26,0.1762879036074155,0.14524322314375343,0.20769918372417603,0.24879850387681005,0.22503295063122516,-0.07251060026939454,,,,,123.0,True,-0.10355528073305661,-0.002456006035971653,-0.006728123112333145,,0.003903839259105535,-0.0077769005689291015,-0.03231810381485212,0.003903839259105535,0.03231810381485212,0.045459474121336774,0.09863446596214742,,0.10659873004762258,-0.08517381683898217,0.011233744502700649,-0.6140464412283205,13541.0,7267.0,7426.0,6115.0,0.8234581201185026,1.029321418598157,96.0,104.2,7426.0,6115.0,3581.0,3686.0,200.2,0.0443617874387892,91.8,112.4,204.2,71.6,124.4,196.0,,,,,,,25,4500.0,200.2,0.0443617874387892,96.0,104.2,77.35807305186147,89.34012699523774,26.688810863359027,100.0,68.05190804849101
2024-08-27,0.1763624357616103,0.11731145842140961,0.20607310332282977,0.24985053667925644,0.22514544578538626,-0.07348810091764615,,,,,124.0,True,-0.13253907825784683,0.0014394050470538655,-0.00907455254081696,,-0.011791305488519366,-0.0071594504095340294,-0.026122746467088898,0.011791305488519366,0.026122746467088898,0.0316877717768933,0.09111174158441937,,0.021629613891528583,-0.09596081183352989,0.002352190376427421,-0.5236955496208482,15205.0,7961.0,9372.0,5833.0,0.622385830132309,0.9474070450097848,71.6,124.4,9372.0,5833.0,4088.0,3873.0,196.0,0.0439493406713185,69.0,127.2,196.2,74.6,121.8,196.4,,,,,,,24,4500.0,196.0,0.0439493406713185,71.6,124.4,78.00724764399901,97.83703861084715,37.542239696216086,100.0,78.22785816517631
2024-08-28,0.1811545689562306,0.12769875345555393,0.1773224475685053,0.2502415553486938,0.2246060713973377,-0.06908698639246319,,,,,125.0,True,-0.12254280189313987,0.002891210359895008,-0.015690095922008984,,0.0024373945566187327,-0.0055154400979198215,-0.017086583620776197,0.0024373945566187327,0.017086583620776197,0.028272429348165984,0.0740855219162515,,0.0666593884568274,-0.09375731163732293,0.0074439368408125706,-0.8551427361034395,16007.0,8326.0,10035.0,5972.0,0.5951170901843548,0.9781420765027322,74.6,121.8,10035.0,5972.0,4209.0,4117.0,196.4,0.0439319536984945,69.6,121.8,191.4,104.4,75.6,180.0,,,,,,,23,4500.0,196.4,0.0439319536984945,74.6,121.8,76.64638849889934,93.33406115431725,28.66110858629403,100.0,77.43565755064337
